# Population FMC	FMC2,FMC3,FMC4,FMC5,FMC6,FMC7,FMC8
# Population SC	SC1,SC2,SC3,SC4,SC5,SC6,SC7,SC8
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value	Dxy	Smoothed Dxy	Smoothed Dxy P-value
142	FMC	SC	scaffold22	10350	0.06485	-0.00802	-1.00000	0.04720	-0.01241	-1.00000	0.04641	-0.01171	-1.00000	0.00436	0.00244	-1.00000
144	FMC	SC	scaffold22	10738	-0.07273	-0.00802	-1.00000	-0.05479	-0.01241	-1.00000	-0.04744	-0.01171	-1.00000	0.00359	0.00244	-1.00000
203	FMC	SC	scaffold32	17465	-0.02218	-0.01627	-1.00000	0.05803	-0.01399	-1.00000	0.06066	-0.00245	-1.00000	0.00990	0.00385	-1.00000
208	FMC	SC	scaffold32	26538	-0.03820	-0.01618	-1.00000	-0.03962	-0.01423	-1.00000	-0.04000	-0.00251	-1.00000	0.00356	0.00382	-1.00000
235	FMC	SC	scaffold32	63943	0.00986	-0.01583	-1.00000	0.00071	-0.01520	-1.00000	0.00000	-0.00272	-1.00000	0.00051	0.00373	-1.00000
249	FMC	SC	scaffold32	82051	-0.07576	-0.01566	-1.00000	-0.08197	-0.01565	-1.00000	-0.11731	-0.00280	-1.00000	0.00901	0.00369	-1.00000
254	FMC	SC	scaffold32	91543	-0.00871	-0.01558	-1.00000	-0.00062	-0.01589	-1.00000	0.00000	-0.00284	-1.00000	0.00045	0.00367	-1.00000
258	FMC	SC	scaffold32	98586	0.09091	-0.01551	-1.00000	0.01786	-0.01606	-1.00000	0.05797	-0.00287	-1.00000	0.00205	0.00365	-1.00000
259	FMC	SC	scaffold32	98589	0.00062	-0.01551	-1.00000	-0.00506	-0.01606	-1.00000	-0.00515	-0.00287	-1.00000	0.00096	0.00365	-1.00000
265	FMC	SC	scaffold32	105479	-0.08356	-0.01546	-1.00000	-0.08655	-0.01622	-1.00000	0.01665	-0.00289	-1.00000	0.00442	0.00363	-1.00000
304	FMC	SC	scaffold35	63409	0.01539	0.01539	-1.00000	0.05403	0.05403	-1.00000	0.03304	0.03304	-1.00000	0.00805	0.00805	-1.00000
314	FMC	SC	scaffold36	1729	-0.07692	-0.04151	-1.00000	-0.13170	-0.05621	-1.00000	-0.12633	-0.05788	-1.00000	0.04560	0.01683	-1.00000
337	FMC	SC	scaffold36	32149	0.00986	-0.04117	-1.00000	0.00071	-0.05532	-1.00000	0.00000	-0.05707	-1.00000	0.00051	0.01649	-1.00000
349	FMC	SC	scaffold36	52647	-0.08251	-0.04094	-1.00000	-0.07321	-0.05474	-1.00000	-0.10416	-0.05654	-1.00000	0.00410	0.01626	-1.00000
351	FMC	SC	scaffold36	55559	-0.07692	-0.04091	-1.00000	-0.08333	-0.05466	-1.00000	-0.06724	-0.05647	-1.00000	0.03343	0.01623	-1.00000
365	FMC	SC	scaffold36	65440	0.00986	-0.04081	-1.00000	0.00071	-0.05438	-1.00000	0.00000	-0.05622	-1.00000	0.00051	0.01612	-1.00000
378	FMC	SC	scaffold38	13929	-0.00712	-0.00712	-1.00000	-0.03960	-0.03960	-1.00000	0.09185	0.09185	-1.00000	0.00850	0.00850	-1.00000
397	FMC	SC	scaffold43	1261	0.00986	0.01366	-1.00000	0.00783	-0.00271	-1.00000	0.00637	0.00216	-1.00000	0.00102	0.00400	-1.00000
393	FMC	SC	scaffold42	1883	0.05485	0.01367	-1.00000	0.00822	-0.00271	-1.00000	0.00943	0.00217	-1.00000	0.00090	0.00401	-1.00000
410	FMC	SC	scaffold43	20945	-0.01158	0.01385	-1.00000	-0.00095	-0.00257	-1.00000	0.00000	0.00247	-1.00000	0.00051	0.00419	-1.00000
430	FMC	SC	scaffold43	48001	0.09066	0.01419	-1.00000	0.01404	-0.00233	-1.00000	0.01266	0.00296	-1.00000	0.00122	0.00445	-1.00000
439	FMC	SC	scaffold43	59190	-0.07380	0.01435	-1.00000	-0.08803	-0.00222	-1.00000	-0.08688	0.00320	-1.00000	0.00503	0.00456	-1.00000
440	FMC	SC	scaffold43	59562	0.04950	0.01436	-1.00000	0.00432	-0.00221	-1.00000	0.00000	0.00320	-1.00000	0.00082	0.00457	-1.00000
442	FMC	SC	scaffold43	64696	-0.04325	0.01444	-1.00000	-0.02536	-0.00216	-1.00000	-0.02624	0.00332	-1.00000	0.00263	0.00462	-1.00000
449	FMC	SC	scaffold43	72829	0.02493	0.01458	-1.00000	0.00196	-0.00206	-1.00000	0.02721	0.00350	-1.00000	0.00154	0.00470	-1.00000
458	FMC	SC	scaffold43	73451	-0.01203	0.01459	-1.00000	-0.01009	-0.00205	-1.00000	0.02425	0.00352	-1.00000	0.00384	0.00471	-1.00000
460	FMC	SC	scaffold43	74634	0.00000	0.01461	-1.00000	0.00000	-0.00204	-1.00000	0.00000	0.00355	-1.00000	0.00051	0.00472	-1.00000
463	FMC	SC	scaffold43	76662	0.02619	0.01465	-1.00000	0.01943	-0.00202	-1.00000	0.01943	0.00359	-1.00000	0.00345	0.00474	-1.00000
467	FMC	SC	scaffold43	78651	0.00986	0.01469	-1.00000	0.00071	-0.00199	-1.00000	0.00000	0.00364	-1.00000	0.00051	0.00476	-1.00000
478	FMC	SC	scaffold43	89264	-0.01158	0.01489	-1.00000	-0.00095	-0.00186	-1.00000	0.00099	0.00391	-1.00000	0.00146	0.00487	-1.00000
480	FMC	SC	scaffold43	89648	0.02493	0.01490	-1.00000	0.00196	-0.00185	-1.00000	0.02055	0.00392	-1.00000	0.00255	0.00487	-1.00000
518	FMC	SC	scaffold43	141570	0.00986	0.01613	-1.00000	0.00071	-0.00104	-1.00000	0.00000	0.00549	-1.00000	0.00051	0.00541	-1.00000
521	FMC	SC	scaffold43	151499	0.00986	0.01641	-1.00000	0.00071	-0.00085	-1.00000	0.00000	0.00585	-1.00000	0.00051	0.00552	-1.00000
522	FMC	SC	scaffold43	154373	0.05485	0.01649	-1.00000	0.00822	-0.00080	-1.00000	0.00943	0.00595	-1.00000	0.00090	0.00555	-1.00000
536	FMC	SC	scaffold43	165929	0.00986	0.01684	-1.00000	0.00071	-0.00057	-1.00000	0.00000	0.00639	-1.00000	0.00051	0.00567	-1.00000
538	FMC	SC	scaffold43	167304	0.01335	0.01688	-1.00000	0.00113	-0.00054	-1.00000	0.00000	0.00645	-1.00000	0.00060	0.00568	-1.00000
541	FMC	SC	scaffold43	169983	0.00062	0.01697	-1.00000	-0.00506	-0.00048	-1.00000	-0.00515	0.00655	-1.00000	0.00096	0.00571	-1.00000
549	FMC	SC	scaffold43	172300	-0.01054	0.01704	-1.00000	-0.00869	-0.00044	-1.00000	-0.00746	0.00665	-1.00000	0.00210	0.00573	-1.00000
556	FMC	SC	scaffold43	178847	-0.03199	0.01725	-1.00000	-0.01937	-0.00030	-1.00000	-0.02920	0.00691	-1.00000	0.01656	0.00580	-1.00000
560	FMC	SC	scaffold43	178968	-0.08760	0.01725	-1.00000	-0.05769	-0.00029	-1.00000	-0.07123	0.00692	-1.00000	0.09043	0.00580	-1.00000
574	FMC	SC	scaffold43	202799	0.22372	0.01808	-1.00000	0.06236	0.00025	-1.00000	0.10687	0.00797	-1.00000	0.00256	0.00605	-1.00000
602	FMC	SC	scaffold43	249867	0.04123	0.01992	-1.00000	0.01570	0.00149	-1.00000	0.05569	0.01039	-1.00000	0.00278	0.00650	-1.00000
615	FMC	SC	scaffold43	274012	0.05038	0.02097	-1.00000	0.04838	0.00222	-1.00000	0.10345	0.01181	-1.00000	0.00430	0.00671	-1.00000
625	FMC	SC	scaffold47	7779	0.00986	0.13392	-1.00000	0.00783	0.13999	-1.00000	0.00637	0.14324	-1.00000	0.00103	0.00279	-1.00000
626	FMC	SC	scaffold47	8290	0.26718	0.13392	-1.00000	0.28193	0.13999	-1.00000	0.29025	0.14324	-1.00000	0.00468	0.00279	-1.00000
674	FMC	SC	scaffold48	68008	-0.01105	-0.01105	-1.00000	-0.00343	-0.00343	-1.00000	-0.00233	-0.00233	-1.00000	0.00167	0.00167	-1.00000
712	FMC	SC	scaffold52	2351	0.00062	0.00062	-1.00000	-0.00506	-0.00506	-1.00000	-0.00515	-0.00515	-1.00000	0.00096	0.00096	-1.00000
727	FMC	SC	scaffold55	3573	-0.00871	-0.01127	-1.00000	-0.00062	-0.00937	-1.00000	0.00000	-0.00129	-1.00000	0.00045	0.00163	-1.00000
748	FMC	SC	scaffold55	37160	-0.00871	-0.01126	-1.00000	-0.00062	-0.00946	-1.00000	0.00000	-0.00120	-1.00000	0.00045	0.00165	-1.00000
750	FMC	SC	scaffold55	37865	-0.02624	-0.01126	-1.00000	-0.03624	-0.00946	-1.00000	-0.02785	-0.00120	-1.00000	0.00430	0.00165	-1.00000
755	FMC	SC	scaffold55	50202	0.00000	-0.01126	-1.00000	0.00000	-0.00949	-1.00000	0.02721	-0.00116	-1.00000	0.00153	0.00165	-1.00000
759	FMC	SC	scaffold56	1269	0.03747	-0.00751	-1.00000	0.02507	-0.01008	-1.00000	0.06748	0.02641	-1.00000	0.00543	0.00501	-1.00000
760	FMC	SC	scaffold56	1712	-0.05248	-0.00751	-1.00000	-0.04523	-0.01008	-1.00000	-0.01466	0.02641	-1.00000	0.00458	0.00501	-1.00000
783	FMC	SC	scaffold60	753	-0.01911	-0.00411	-1.00000	-0.00477	-0.00193	-1.00000	0.01692	0.00816	-1.00000	0.00412	0.00252	-1.00000
784	FMC	SC	scaffold60	882	0.00986	-0.00411	-1.00000	0.00071	-0.00193	-1.00000	0.00000	0.00816	-1.00000	0.00102	0.00252	-1.00000
793	FMC	SC	scaffold62	8272	0.05485	0.05485	-1.00000	0.00822	0.00822	-1.00000	0.00943	0.00943	-1.00000	0.00089	0.00089	-1.00000
836	FMC	SC	scaffold68	2334	-0.02593	-0.00448	-1.00000	-0.00230	0.00285	-1.00000	0.00000	0.00321	-1.00000	0.00060	0.00188	-1.00000
844	FMC	SC	scaffold68	11801	0.05719	-0.00456	-1.00000	0.02920	0.00280	-1.00000	0.02832	0.00315	-1.00000	0.00364	0.00188	-1.00000
858	FMC	SC	scaffold68	18068	-0.01617	-0.00462	-1.00000	-0.00159	0.00277	-1.00000	0.00000	0.00312	-1.00000	0.00060	0.00188	-1.00000
875	FMC	SC	scaffold68	34680	-0.04144	-0.00478	-1.00000	-0.01661	0.00268	-1.00000	-0.01748	0.00302	-1.00000	0.00205	0.00188	-1.00000
882	FMC	SC	scaffold69	7071	-0.07043	-0.07043	-1.00000	-0.07607	-0.07607	-1.00000	-0.07689	-0.07689	-1.00000	0.03785	0.03785	-1.00000
902	FMC	SC	scaffold71	13489	0.25685	0.25685	-1.00000	0.13180	0.13180	-1.00000	0.13333	0.13333	-1.00000	0.00372	0.00372	-1.00000
904	FMC	SC	scaffold74	385	-0.07177	-0.00883	-1.00000	-0.07729	-0.02299	-1.00000	-0.07735	-0.02424	-1.00000	0.00441	0.00222	-1.00000
910	FMC	SC	scaffold74	3295	-0.07108	-0.00881	-1.00000	-0.01021	-0.02298	-1.00000	-0.01031	-0.02423	-1.00000	0.00089	0.00222	-1.00000
913	FMC	SC	scaffold74	4347	0.12568	-0.00881	-1.00000	0.02164	-0.02298	-1.00000	0.01786	-0.02423	-1.00000	0.00130	0.00222	-1.00000
921	FMC	SC	scaffold75	2192	0.17336	0.17336	-1.00000	0.13965	0.13965	-1.00000	0.14193	0.14193	-1.00000	0.00446	0.00446	-1.00000
949	FMC	SC	scaffold76	38656	-0.00871	-0.02361	-1.00000	0.00347	-0.01413	-1.00000	0.00474	-0.01365	-1.00000	0.00090	0.00209	-1.00000
951	FMC	SC	scaffold76	41165	-0.03399	-0.02361	-1.00000	-0.01686	-0.01413	-1.00000	-0.01707	-0.01365	-1.00000	0.00182	0.00209	-1.00000
954	FMC	SC	scaffold76	45625	-0.02813	-0.02361	-1.00000	-0.02902	-0.01414	-1.00000	-0.02864	-0.01366	-1.00000	0.00356	0.00209	-1.00000
972	FMC	SC	scaffold77	5254	0.07692	0.00720	-1.00000	0.01266	-0.01237	-1.00000	0.01266	0.01488	-1.00000	0.00103	0.01471	-1.00000
975	FMC	SC	scaffold77	6758	0.02609	0.00716	-1.00000	0.02557	-0.01239	-1.00000	0.02639	0.01488	-1.00000	0.00356	0.01472	-1.00000
994	FMC	SC	scaffold77	32521	-0.08387	0.00646	-1.00000	-0.09150	-0.01289	-1.00000	0.01515	0.01480	-1.00000	0.05646	0.01491	-1.00000
995	FMC	SC	scaffold77	32902	0.00000	0.00644	-1.00000	-0.00595	-0.01290	-1.00000	0.00432	0.01480	-1.00000	0.00211	0.01491	-1.00000
1010	FMC	SC	scaffold78	20823	-0.09091	-0.01290	-1.00000	-0.07843	-0.01844	-1.00000	-0.09439	-0.02188	-1.00000	0.00436	0.00182	-1.00000
1011	FMC	SC	scaffold78	26038	-0.04144	-0.01287	-1.00000	-0.01661	-0.01842	-1.00000	-0.01748	-0.02185	-1.00000	0.00205	0.00182	-1.00000
1012	FMC	SC	scaffold78	26426	0.00986	-0.01286	-1.00000	0.00071	-0.01842	-1.00000	0.00000	-0.02185	-1.00000	0.00051	0.00182	-1.00000
1016	FMC	SC	scaffold78	29507	0.05485	-0.01284	-1.00000	0.00822	-0.01840	-1.00000	0.00943	-0.02183	-1.00000	0.00088	0.00182	-1.00000
1035	FMC	SC	scaffold79	13995	0.09091	0.00295	-1.00000	0.01786	-0.00409	-1.00000	0.00325	-0.00820	-1.00000	0.00205	0.00165	-1.00000
1036	FMC	SC	scaffold79	14599	0.00000	0.00295	-1.00000	0.00000	-0.00409	-1.00000	0.00000	-0.00820	-1.00000	0.00051	0.00165	-1.00000
1041	FMC	SC	scaffold79	19813	-0.06411	0.00292	-1.00000	-0.02533	-0.00410	-1.00000	-0.02492	-0.00820	-1.00000	0.00240	0.00165	-1.00000
1042	FMC	SC	scaffold80	3280	0.00986	0.00986	-1.00000	0.00071	0.00071	-1.00000	0.00000	0.00000	-1.00000	0.00051	0.00051	-1.00000
1043	FMC	SC	scaffold80	3283	0.00986	0.00986	-1.00000	0.00071	0.00071	-1.00000	0.00000	0.00000	-1.00000	0.00051	0.00051	-1.00000
1061	FMC	SC	scaffold83	5175	0.30816	0.11964	-1.00000	0.51995	0.17386	-1.00000	0.52229	0.17458	-1.00000	0.00493	0.00229	-1.00000
1071	FMC	SC	scaffold83	21266	0.00986	0.11889	-1.00000	0.00071	0.17247	-1.00000	0.00000	0.17319	-1.00000	0.00051	0.00228	-1.00000
1074	FMC	SC	scaffold83	22670	0.03973	0.11882	-1.00000	-0.00125	0.17235	-1.00000	-0.00073	0.17307	-1.00000	0.00141	0.00228	-1.00000
1076	FMC	SC	scaffold84	2248	0.00986	0.00743	-1.00000	0.00071	0.01096	-1.00000	0.00000	0.01774	-1.00000	0.00051	0.00495	-1.00000
1079	FMC	SC	scaffold84	10959	0.00530	0.00712	-1.00000	0.07296	0.01069	-1.00000	0.05408	0.01758	-1.00000	0.00587	0.00496	-1.00000
1090	FMC	SC	scaffold84	18634	0.20242	0.00685	-1.00000	0.12329	0.01046	-1.00000	0.12030	0.01744	-1.00000	0.00256	0.00497	-1.00000
1108	FMC	SC	scaffold84	37026	0.05485	0.00620	-1.00000	0.00822	0.00990	-1.00000	0.00943	0.01711	-1.00000	0.00089	0.00498	-1.00000
1139	FMC	SC	scaffold84	47492	-0.07029	0.00584	-1.00000	-0.02162	0.00958	-1.00000	-0.02181	0.01692	-1.00000	0.00323	0.00499	-1.00000
1146	FMC	SC	scaffold84	47970	-0.08460	0.00582	-1.00000	-0.00310	0.00956	-1.00000	0.04155	0.01691	-1.00000	0.02240	0.00499	-1.00000
1153	FMC	SC	scaffold84	54856	-0.07692	0.00558	-1.00000	-0.08333	0.00935	-1.00000	-0.06724	0.01679	-1.00000	0.01639	0.00500	-1.00000
1159	FMC	SC	scaffold84	56524	-0.03226	0.00552	-1.00000	-0.00261	0.00930	-1.00000	0.00000	0.01676	-1.00000	0.00054	0.00500	-1.00000
1161	FMC	SC	scaffold84	64038	0.00986	0.00526	-1.00000	0.00071	0.00908	-1.00000	0.00000	0.01662	-1.00000	0.00051	0.00501	-1.00000
1165	FMC	SC	scaffold84	78130	0.00096	0.00477	-1.00000	-0.00687	0.00865	-1.00000	0.04155	0.01638	-1.00000	0.00265	0.00502	-1.00000
1170	FMC	SC	scaffold85	1880	0.02493	0.02493	-1.00000	0.00196	0.00196	-1.00000	0.02721	0.02721	-1.00000	0.00154	0.00154	-1.00000
1202	FMC	SC	scaffold86	24322	-0.00781	-0.00781	-1.00000	-0.00595	-0.00595	-1.00000	-0.00483	-0.00483	-1.00000	0.00305	0.00305	-1.00000
1219	FMC	SC	scaffold87	15174	-0.06937	-0.03191	-1.00000	-0.03385	-0.01450	-1.00000	-0.03412	-0.01374	-1.00000	0.00229	0.00257	-1.00000
1228	FMC	SC	scaffold87	26889	0.01168	-0.03179	-1.00000	0.00801	-0.01444	-1.00000	0.00997	-0.01368	-1.00000	0.00291	0.00258	-1.00000
1233	FMC	SC	scaffold89	6313	0.20379	0.20379	-1.00000	0.06014	0.06014	-1.00000	0.10687	0.10687	-1.00000	0.00256	0.00256	-1.00000
1256	FMC	SC	scaffold91	509	-0.05000	0.04886	-1.00000	-0.01240	0.00597	-1.00000	0.00967	0.01762	-1.00000	0.00218	0.00218	-1.00000
1263	FMC	SC	scaffold91	10500	-0.06579	0.04909	-1.00000	-0.03401	0.00602	-1.00000	-0.03071	0.01768	-1.00000	0.00418	0.00218	-1.00000
1267	FMC	SC	scaffold91	15658	0.17065	0.04921	-1.00000	0.04223	0.00605	-1.00000	0.04027	0.01771	-1.00000	0.00151	0.00218	-1.00000
1269	FMC	SC	scaffold91	15821	0.07692	0.04921	-1.00000	0.01266	0.00605	-1.00000	0.01266	0.01771	-1.00000	0.00103	0.00218	-1.00000
1278	FMC	SC	scaffold91	24335	0.10923	0.04941	-1.00000	0.02003	0.00610	-1.00000	0.05797	0.01777	-1.00000	0.00207	0.00218	-1.00000
1297	FMC	SC	scaffold93	12979	0.00986	0.00934	-1.00000	0.00071	0.00784	-1.00000	0.00000	0.00375	-1.00000	0.00051	0.00238	-1.00000
1305	FMC	SC	scaffold93	18214	-0.00871	0.00957	-1.00000	-0.00062	0.00797	-1.00000	0.00000	0.00390	-1.00000	0.00045	0.00239	-1.00000
1319	FMC	SC	scaffold93	26357	-0.00871	0.00995	-1.00000	-0.00062	0.00818	-1.00000	0.00000	0.00413	-1.00000	0.00045	0.00242	-1.00000
1335	FMC	SC	scaffold93	38850	-0.04760	0.01052	-1.00000	-0.02495	0.00849	-1.00000	-0.06258	0.00449	-1.00000	0.00693	0.00246	-1.00000
1361	FMC	SC	scaffold93	67275	-0.05682	0.01185	-1.00000	-0.01650	0.00920	-1.00000	-0.01650	0.00531	-1.00000	0.00159	0.00254	-1.00000
1365	FMC	SC	scaffold93	69900	0.00986	0.01197	-1.00000	0.00071	0.00926	-1.00000	0.00000	0.00539	-1.00000	0.00051	0.00255	-1.00000
1386	FMC	SC	scaffold93	97998	0.00986	0.01328	-1.00000	0.00071	0.00995	-1.00000	0.00000	0.00620	-1.00000	0.00050	0.00263	-1.00000
1402	FMC	SC	scaffold93	120328	0.28280	0.01432	-1.00000	0.22496	0.01049	-1.00000	0.19308	0.00684	-1.00000	0.00436	0.00270	-1.00000
1425	FMC	SC	scaffold93	135957	-0.07865	0.01504	-1.00000	-0.08522	0.01085	-1.00000	-0.06171	0.00728	-1.00000	0.01191	0.00275	-1.00000
1442	FMC	SC	scaffold93	146508	0.00986	0.01553	-1.00000	0.00071	0.01109	-1.00000	0.00000	0.00758	-1.00000	0.00051	0.00279	-1.00000
1483	FMC	SC	scaffold98	4274	-0.06630	-0.05021	-1.00000	-0.07607	-0.04203	-1.00000	-0.07689	-0.04285	-1.00000	0.00682	0.00409	-1.00000
1492	FMC	SC	scaffold98	23331	-0.03399	-0.05008	-1.00000	-0.00772	-0.04176	-1.00000	-0.00853	-0.04257	-1.00000	0.00135	0.00407	-1.00000
1514	FMC	SC	scaffold102	32611	-0.00871	-0.00871	-1.00000	-0.00062	-0.00062	-1.00000	0.00000	0.00000	-1.00000	0.00045	0.00045	-1.00000
1554	FMC	SC	scaffold106	27363	0.00986	0.07040	-1.00000	0.00071	0.02873	-1.00000	0.00000	0.02934	-1.00000	0.00051	0.00125	-1.00000
1555	FMC	SC	scaffold106	30030	0.20794	0.07031	-1.00000	0.08533	0.02870	-1.00000	0.08723	0.02931	-1.00000	0.00276	0.00124	-1.00000
1587	FMC	SC	scaffold106	62475	-0.00871	0.06916	-1.00000	-0.00062	0.02828	-1.00000	0.00000	0.02889	-1.00000	0.00045	0.00123	-1.00000
1597	FMC	SC	scaffold107	2456	-0.07108	-0.07317	-1.00000	-0.01021	-0.05630	-1.00000	-0.01031	-0.05125	-1.00000	0.00092	0.01074	-1.00000
1601	FMC	SC	scaffold107	7912	-0.07177	-0.07317	-1.00000	-0.07729	-0.05633	-1.00000	-0.07735	-0.05127	-1.00000	0.00349	0.01075	-1.00000
1611	FMC	SC	scaffold107	13238	-0.07692	-0.07317	-1.00000	-0.08333	-0.05636	-1.00000	-0.06724	-0.05130	-1.00000	0.02911	0.01076	-1.00000
1648	FMC	SC	scaffold109	2569	0.06319	0.18494	-1.00000	0.02051	0.07411	-1.00000	-0.00188	0.06314	-1.00000	0.01269	0.01948	-1.00000
1657	FMC	SC	scaffold109	9621	0.29707	0.18507	-1.00000	0.12348	0.07417	-1.00000	0.12303	0.06321	-1.00000	0.02573	0.01949	-1.00000
1697	FMC	SC	scaffold111	10224	-0.01911	-0.04261	-1.00000	-0.00144	-0.01835	-1.00000	0.00000	-0.01837	-1.00000	0.00045	0.00146	-1.00000
1702	FMC	SC	scaffold111	22817	-0.06619	-0.04269	-1.00000	-0.03532	-0.01841	-1.00000	-0.03680	-0.01843	-1.00000	0.00247	0.00146	-1.00000
1710	FMC	SC	scaffold112	7839	-0.07177	0.01557	-1.00000	-0.07729	-0.00248	-1.00000	-0.07735	-0.00605	-1.00000	0.02587	0.00352	-1.00000
1723	FMC	SC	scaffold112	21971	-0.01105	0.01604	-1.00000	-0.00343	-0.00224	-1.00000	-0.00233	-0.00583	-1.00000	0.00167	0.00347	-1.00000
1737	FMC	SC	scaffold112	33665	-0.03184	0.01642	-1.00000	-0.01058	-0.00204	-1.00000	-0.01022	-0.00566	-1.00000	0.00250	0.00342	-1.00000
1739	FMC	SC	scaffold112	38107	-0.04858	0.01656	-1.00000	-0.01182	-0.00197	-1.00000	-0.01156	-0.00559	-1.00000	0.00211	0.00341	-1.00000
1745	FMC	SC	scaffold112	43839	0.00986	0.01675	-1.00000	0.00071	-0.00187	-1.00000	0.00000	-0.00550	-1.00000	0.00051	0.00339	-1.00000
1746	FMC	SC	scaffold112	46345	0.11891	0.01683	-1.00000	0.02811	-0.00183	-1.00000	0.02985	-0.00546	-1.00000	0.00135	0.00338	-1.00000
1748	FMC	SC	scaffold112	50166	0.06145	0.01695	-1.00000	0.01079	-0.00176	-1.00000	-0.01420	-0.00540	-1.00000	0.00244	0.00336	-1.00000
1752	FMC	SC	scaffold112	63853	0.00986	0.01739	-1.00000	0.00071	-0.00154	-1.00000	0.00000	-0.00520	-1.00000	0.00051	0.00331	-1.00000
1753	FMC	SC	scaffold112	63856	0.00000	0.01739	-1.00000	-0.00833	-0.00154	-1.00000	-0.03782	-0.00520	-1.00000	0.00322	0.00331	-1.00000
1754	FMC	SC	scaffold112	67345	0.09066	0.01751	-1.00000	0.01404	-0.00148	-1.00000	0.01266	-0.00515	-1.00000	0.00102	0.00330	-1.00000
1756	FMC	SC	scaffold112	67651	0.00000	0.01752	-1.00000	0.00000	-0.00148	-1.00000	0.02010	-0.00514	-1.00000	0.00135	0.00330	-1.00000
1762	FMC	SC	scaffold112	70883	-0.08279	0.01762	-1.00000	-0.01391	-0.00142	-1.00000	-0.03746	-0.00509	-1.00000	0.00244	0.00329	-1.00000
1764	FMC	SC	scaffold112	76273	0.00000	0.01779	-1.00000	0.00000	-0.00134	-1.00000	0.00000	-0.00501	-1.00000	0.00050	0.00327	-1.00000
1768	FMC	SC	scaffold112	86939	0.17065	0.01813	-1.00000	0.04223	-0.00116	-1.00000	0.04027	-0.00486	-1.00000	0.00154	0.00323	-1.00000
1777	FMC	SC	scaffold113	12832	0.09066	0.03837	-1.00000	0.01404	0.00607	-1.00000	0.01266	0.00231	-1.00000	0.00102	0.00175	-1.00000
1787	FMC	SC	scaffold113	22912	-0.03550	0.03831	-1.00000	-0.00480	0.00606	-1.00000	-0.01643	0.00230	-1.00000	0.00344	0.00175	-1.00000
