# Population AI	AI3,AI4,AI5,AI6,AI7,AI8
# Population HI	HI1,HI2,HI3,HI4,HI5,HI6,HI7,HI8
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value	Dxy	Smoothed Dxy	Smoothed Dxy P-value
351	AI	HI	scaffold36	55559	-0.07865	-0.02153	-1.00000	-0.08522	-0.04862	-1.00000	-0.08553	-0.05853	-1.00000	0.02972	0.01517	-1.00000
368	AI	HI	scaffold36	66123	-0.01911	-0.02155	-1.00000	-0.03074	-0.04852	-1.00000	-0.03197	-0.05824	-1.00000	0.00327	0.01508	-1.00000
398	AI	HI	scaffold43	1264	0.00000	0.11226	-1.00000	0.00000	0.10385	-1.00000	0.00000	0.12098	-1.00000	0.00059	0.00247	-1.00000
418	AI	HI	scaffold43	30138	0.04950	0.11527	-1.00000	0.00432	0.10986	-1.00000	0.00000	0.12817	-1.00000	0.00072	0.00255	-1.00000
430	AI	HI	scaffold43	48001	0.32112	0.11729	-1.00000	0.29219	0.11395	-1.00000	0.28745	0.13299	-1.00000	0.00487	0.00261	-1.00000
439	AI	HI	scaffold43	59190	0.12568	0.11861	-1.00000	0.02164	0.11666	-1.00000	0.01786	0.13616	-1.00000	0.00150	0.00265	-1.00000
440	AI	HI	scaffold43	59562	-0.01911	0.11865	-1.00000	-0.00144	0.11676	-1.00000	0.00000	0.13627	-1.00000	0.00051	0.00265	-1.00000
442	AI	HI	scaffold43	64696	-0.01911	0.11927	-1.00000	-0.00144	0.11804	-1.00000	0.00000	0.13776	-1.00000	0.00045	0.00266	-1.00000
460	AI	HI	scaffold43	74634	0.13669	0.12051	-1.00000	0.03069	0.12060	-1.00000	0.02703	0.14073	-1.00000	0.00144	0.00270	-1.00000
463	AI	HI	scaffold43	76662	0.13502	0.12076	-1.00000	0.11383	0.12113	-1.00000	0.16095	0.14134	-1.00000	0.00419	0.00270	-1.00000
478	AI	HI	scaffold43	89264	0.65261	0.12239	-1.00000	0.63070	0.12454	-1.00000	0.65116	0.14526	-1.00000	0.00538	0.00275	-1.00000
480	AI	HI	scaffold43	89648	-0.03226	0.12245	-1.00000	-0.02624	0.12464	-1.00000	0.01786	0.14538	-1.00000	0.00386	0.00275	-1.00000
481	AI	HI	scaffold43	92276	-0.01911	0.12279	-1.00000	-0.00144	0.12537	-1.00000	0.00000	0.14621	-1.00000	0.00041	0.00276	-1.00000
485	AI	HI	scaffold43	101804	0.04137	0.12408	-1.00000	0.00660	0.12808	-1.00000	0.00943	0.14930	-1.00000	0.00089	0.00279	-1.00000
518	AI	HI	scaffold43	141570	-0.01911	0.12981	-1.00000	-0.00144	0.14031	-1.00000	0.00000	0.16304	-1.00000	0.00045	0.00293	-1.00000
522	AI	HI	scaffold43	154373	0.00096	0.13179	-1.00000	-0.00687	0.14456	-1.00000	-0.00421	0.16776	-1.00000	0.00240	0.00298	-1.00000
556	AI	HI	scaffold43	178847	0.08677	0.13571	-1.00000	0.00054	0.15311	-1.00000	0.42490	0.17714	-1.00000	0.01541	0.00307	-1.00000
571	AI	HI	scaffold43	201289	0.61165	0.13948	-1.00000	0.57462	0.16138	-1.00000	0.61176	0.18611	-1.00000	0.00599	0.00316	-1.00000
573	AI	HI	scaffold43	202796	-0.04321	0.13974	-1.00000	-0.01989	0.16195	-1.00000	-0.02118	0.18673	-1.00000	0.00194	0.00316	-1.00000
574	AI	HI	scaffold43	202799	0.02493	0.13974	-1.00000	0.00196	0.16196	-1.00000	0.00000	0.18673	-1.00000	0.00060	0.00316	-1.00000
589	AI	HI	scaffold43	231623	0.68710	0.14478	-1.00000	0.82261	0.17317	-1.00000	0.83051	0.19872	-1.00000	0.00719	0.00327	-1.00000
601	AI	HI	scaffold43	245123	-0.01911	0.14720	-1.00000	-0.00144	0.17861	-1.00000	0.00000	0.20447	-1.00000	0.00045	0.00332	-1.00000
602	AI	HI	scaffold43	249867	0.24977	0.14806	-1.00000	0.75599	0.18055	-1.00000	0.76273	0.20651	-1.00000	0.00779	0.00334	-1.00000
638	AI	HI	scaffold48	12075	0.01335	0.01920	-1.00000	0.00113	0.00167	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00063	-1.00000
643	AI	HI	scaffold48	15932	0.01907	0.01921	-1.00000	0.00194	0.00167	-1.00000	0.00000	0.00000	-1.00000	0.00072	0.00063	-1.00000
662	AI	HI	scaffold48	53831	0.02493	0.01936	-1.00000	0.00196	0.00167	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00063	-1.00000
696	AI	HI	scaffold51	3478	-0.01911	0.01386	-1.00000	-0.00477	-0.00040	-1.00000	-0.00723	-0.00376	-1.00000	0.00150	0.00112	-1.00000
709	AI	HI	scaffold51	10903	0.04950	0.01390	-1.00000	0.00432	-0.00039	-1.00000	0.00000	-0.00375	-1.00000	0.00071	0.00112	-1.00000
712	AI	HI	scaffold52	2351	0.02493	0.02493	-1.00000	0.00196	0.00196	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00060	-1.00000
737	AI	HI	scaffold55	22259	0.02493	0.07917	-1.00000	0.00196	0.03846	-1.00000	0.00000	0.03849	-1.00000	0.00060	0.00184	-1.00000
741	AI	HI	scaffold55	29464	0.01335	0.07927	-1.00000	0.00113	0.03852	-1.00000	0.00000	0.03855	-1.00000	0.00120	0.00184	-1.00000
748	AI	HI	scaffold55	37160	0.29308	0.07937	-1.00000	0.16061	0.03859	-1.00000	0.16667	0.03862	-1.00000	0.00267	0.00184	-1.00000
750	AI	HI	scaffold55	37865	-0.01911	0.07938	-1.00000	-0.01234	0.03860	-1.00000	-0.01528	0.03863	-1.00000	0.00284	0.00184	-1.00000
759	AI	HI	scaffold56	1269	-0.05538	-0.03725	-1.00000	-0.08180	-0.04162	-1.00000	-0.08423	-0.04211	-1.00000	0.00476	0.00260	-1.00000
760	AI	HI	scaffold56	1712	-0.01911	-0.03725	-1.00000	-0.00144	-0.04162	-1.00000	0.00000	-0.04211	-1.00000	0.00045	0.00260	-1.00000
785	AI	HI	scaffold60	5378	0.09312	0.09312	-1.00000	0.00925	0.00925	-1.00000	0.17204	0.17204	-1.00000	0.00299	0.00299	-1.00000
792	AI	HI	scaffold62	7430	0.00160	0.07140	-1.00000	-0.00984	0.00786	-1.00000	-0.01020	0.00558	-1.00000	0.00132	0.00124	-1.00000
793	AI	HI	scaffold62	8272	0.12568	0.07140	-1.00000	0.02164	0.00786	-1.00000	0.01786	0.00558	-1.00000	0.00119	0.00124	-1.00000
844	AI	HI	scaffold68	11801	0.14690	0.10713	-1.00000	0.24928	0.11441	-1.00000	0.24813	0.11478	-1.00000	0.00454	0.00380	-1.00000
866	AI	HI	scaffold68	22891	0.00000	0.10715	-1.00000	0.00000	0.11415	-1.00000	0.00000	0.11453	-1.00000	0.00065	0.00380	-1.00000
874	AI	HI	scaffold68	34677	0.14618	0.10717	-1.00000	0.17858	0.11388	-1.00000	0.18600	0.11426	-1.00000	0.00916	0.00380	-1.00000
875	AI	HI	scaffold68	34680	0.12568	0.10717	-1.00000	0.02164	0.11388	-1.00000	0.01786	0.11426	-1.00000	0.00120	0.00380	-1.00000
882	AI	HI	scaffold69	7071	-0.07865	-0.07865	-1.00000	-0.08522	-0.08522	-1.00000	-0.08553	-0.08553	-1.00000	0.03718	0.03718	-1.00000
904	AI	HI	scaffold74	385	-0.07865	0.08018	-1.00000	-0.08522	0.01689	-1.00000	-0.08553	0.01628	-1.00000	0.00441	0.00226	-1.00000
909	AI	HI	scaffold74	3292	0.20379	0.08019	-1.00000	0.06014	0.01690	-1.00000	0.05714	0.01628	-1.00000	0.00209	0.00226	-1.00000
910	AI	HI	scaffold74	3295	0.14094	0.08019	-1.00000	0.08882	0.01690	-1.00000	0.09375	0.01628	-1.00000	0.00282	0.00226	-1.00000
912	AI	HI	scaffold74	3947	0.12568	0.08019	-1.00000	0.02164	0.01690	-1.00000	0.01786	0.01629	-1.00000	0.00120	0.00226	-1.00000
913	AI	HI	scaffold74	4347	0.01335	0.08019	-1.00000	0.00113	0.01690	-1.00000	0.00000	0.01629	-1.00000	0.00065	0.00226	-1.00000
942	AI	HI	scaffold76	31282	0.02493	0.13226	-1.00000	0.00196	0.10135	-1.00000	0.00000	0.10631	-1.00000	0.00060	0.00209	-1.00000
944	AI	HI	scaffold76	34388	-0.07766	0.13229	-1.00000	-0.01315	0.10137	-1.00000	0.01319	0.10633	-1.00000	0.00209	0.00209	-1.00000
949	AI	HI	scaffold76	38656	0.52485	0.13234	-1.00000	0.40144	0.10140	-1.00000	0.39560	0.10635	-1.00000	0.00479	0.00209	-1.00000
954	AI	HI	scaffold76	45625	0.04137	0.13242	-1.00000	0.00660	0.10144	-1.00000	0.00943	0.10639	-1.00000	0.00089	0.00209	-1.00000
973	AI	HI	scaffold77	5500	0.06583	0.06583	-1.00000	0.02347	0.02347	-1.00000	0.01938	0.01938	-1.00000	0.00200	0.00200	-1.00000
1010	AI	HI	scaffold78	20823	0.02493	-0.01470	-1.00000	0.00196	-0.02548	-1.00000	0.00000	-0.02600	-1.00000	0.00060	0.00202	-1.00000
1012	AI	HI	scaffold78	26426	-0.05436	-0.01473	-1.00000	-0.05295	-0.02550	-1.00000	-0.05203	-0.02602	-1.00000	0.00344	0.00202	-1.00000
1043	AI	HI	scaffold80	3283	-0.01911	-0.02087	-1.00000	0.00177	-0.00412	-1.00000	0.00474	-0.00405	-1.00000	0.00090	0.00157	-1.00000
1045	AI	HI	scaffold80	4887	-0.02264	-0.02087	-1.00000	-0.01001	-0.00412	-1.00000	-0.01283	-0.00405	-1.00000	0.00224	0.00157	-1.00000
1054	AI	HI	scaffold82	865	0.81818	0.37749	-1.00000	0.80357	0.38581	-1.00000	0.82558	0.39777	-1.00000	0.00704	0.00362	-1.00000
1074	AI	HI	scaffold83	22670	-0.03226	0.37300	-1.00000	-0.00261	0.38156	-1.00000	0.00000	0.39341	-1.00000	0.00045	0.00359	-1.00000
1076	AI	HI	scaffold84	2248	0.02111	0.00030	-1.00000	0.01571	-0.01037	-1.00000	0.02010	-0.01105	-1.00000	0.00135	0.00350	-1.00000
1090	AI	HI	scaffold84	18634	-0.01911	0.00000	-1.00000	-0.00144	-0.01056	-1.00000	0.00000	-0.01125	-1.00000	0.00045	0.00352	-1.00000
1095	AI	HI	scaffold84	21881	0.02493	-0.00006	-1.00000	0.00196	-0.01059	-1.00000	0.00000	-0.01129	-1.00000	0.00059	0.00352	-1.00000
1107	AI	HI	scaffold84	37023	0.08728	-0.00033	-1.00000	0.01785	-0.01076	-1.00000	0.01319	-0.01148	-1.00000	0.00323	0.00354	-1.00000
1108	AI	HI	scaffold84	37026	-0.01158	-0.00033	-1.00000	-0.00095	-0.01076	-1.00000	0.00000	-0.01148	-1.00000	0.00051	0.00354	-1.00000
1117	AI	HI	scaffold84	39268	-0.01911	-0.00037	-1.00000	-0.00144	-0.01079	-1.00000	0.00000	-0.01150	-1.00000	0.00045	0.00354	-1.00000
1129	AI	HI	scaffold84	44612	0.10280	-0.00047	-1.00000	0.02576	-0.01085	-1.00000	0.02985	-0.01157	-1.00000	0.00134	0.00355	-1.00000
1146	AI	HI	scaffold84	47970	-0.07865	-0.00053	-1.00000	-0.08522	-0.01088	-1.00000	-0.08553	-0.01161	-1.00000	0.01456	0.00355	-1.00000
1153	AI	HI	scaffold84	54856	-0.07865	-0.00066	-1.00000	-0.08522	-0.01096	-1.00000	-0.08553	-0.01169	-1.00000	0.01456	0.00356	-1.00000
1159	AI	HI	scaffold84	56524	0.10923	-0.00069	-1.00000	0.02003	-0.01098	-1.00000	0.00362	-0.01171	-1.00000	0.00235	0.00356	-1.00000
1161	AI	HI	scaffold84	64038	-0.06889	-0.00083	-1.00000	-0.01654	-0.01106	-1.00000	-0.01562	-0.01181	-1.00000	0.00135	0.00357	-1.00000
1165	AI	HI	scaffold84	78130	-0.06889	-0.00110	-1.00000	-0.01654	-0.01121	-1.00000	-0.01562	-0.01197	-1.00000	0.00133	0.00359	-1.00000
1199	AI	HI	scaffold86	18877	0.02493	0.02493	-1.00000	0.01305	0.00751	-1.00000	0.00901	0.00451	-1.00000	0.00120	0.00090	-1.00000
1202	AI	HI	scaffold86	24322	0.02493	0.02493	-1.00000	0.00196	0.00750	-1.00000	0.00000	0.00450	-1.00000	0.00059	0.00089	-1.00000
1210	AI	HI	scaffold87	3792	0.02493	0.06626	-1.00000	0.00196	0.01200	-1.00000	0.00000	0.02630	-1.00000	0.00060	0.00194	-1.00000
1216	AI	HI	scaffold87	13037	-0.01911	0.06636	-1.00000	-0.00144	0.01202	-1.00000	0.00000	0.02633	-1.00000	0.00045	0.00194	-1.00000
1217	AI	HI	scaffold87	14500	0.06305	0.06638	-1.00000	-0.00601	0.01203	-1.00000	0.10047	0.02633	-1.00000	0.00700	0.00194	-1.00000
1219	AI	HI	scaffold87	15174	0.13613	0.06639	-1.00000	0.03731	0.01203	-1.00000	0.04070	0.02633	-1.00000	0.00238	0.00194	-1.00000
1224	AI	HI	scaffold87	24247	0.12568	0.06649	-1.00000	0.02164	0.01205	-1.00000	0.01786	0.02635	-1.00000	0.00116	0.00194	-1.00000
1243	AI	HI	scaffold89	21051	0.04137	0.04137	-1.00000	0.00660	0.00660	-1.00000	0.00943	0.00943	-1.00000	0.00090	0.00090	-1.00000
1256	AI	HI	scaffold91	509	0.22372	0.18491	-1.00000	0.10788	0.07912	-1.00000	0.27288	0.12779	-1.00000	0.00487	0.00303	-1.00000
1263	AI	HI	scaffold91	10500	0.01892	0.18514	-1.00000	0.00813	0.07919	-1.00000	0.01163	0.12758	-1.00000	0.00206	0.00302	-1.00000
1278	AI	HI	scaffold91	24335	0.31915	0.18547	-1.00000	0.12605	0.07927	-1.00000	0.12000	0.12729	-1.00000	0.00241	0.00302	-1.00000
1297	AI	HI	scaffold93	12979	0.10891	0.01622	-1.00000	0.14345	0.01120	-1.00000	0.20673	0.01580	-1.00000	0.00554	0.00272	-1.00000
1305	AI	HI	scaffold93	18214	0.07197	0.01577	-1.00000	0.04203	0.01089	-1.00000	0.04762	0.01537	-1.00000	0.00179	0.00272	-1.00000
1315	AI	HI	scaffold93	21899	0.10280	0.01545	-1.00000	0.02576	0.01067	-1.00000	0.02985	0.01507	-1.00000	0.00134	0.00273	-1.00000
1341	AI	HI	scaffold93	45988	-0.02762	0.01335	-1.00000	-0.01365	0.00922	-1.00000	-0.01852	0.01309	-1.00000	0.00461	0.00276	-1.00000
1350	AI	HI	scaffold93	51859	0.04328	0.01283	-1.00000	0.00816	0.00887	-1.00000	0.01266	0.01261	-1.00000	0.00103	0.00277	-1.00000
1357	AI	HI	scaffold93	57615	0.02493	0.01233	-1.00000	0.00196	0.00853	-1.00000	0.00000	0.01213	-1.00000	0.00059	0.00278	-1.00000
1361	AI	HI	scaffold93	67275	-0.03226	0.01148	-1.00000	-0.00261	0.00795	-1.00000	0.00000	0.01134	-1.00000	0.00045	0.00280	-1.00000
1365	AI	HI	scaffold93	69900	-0.01911	0.01125	-1.00000	-0.00144	0.00779	-1.00000	0.00000	0.01113	-1.00000	0.00045	0.00280	-1.00000
1376	AI	HI	scaffold93	83137	0.06145	0.01009	-1.00000	0.01079	0.00701	-1.00000	0.04255	0.01005	-1.00000	0.00179	0.00282	-1.00000
1398	AI	HI	scaffold93	117276	0.05198	0.00709	-1.00000	0.02894	0.00499	-1.00000	0.02482	0.00728	-1.00000	0.00263	0.00289	-1.00000
1404	AI	HI	scaffold93	120974	-0.06289	0.00677	-1.00000	-0.03080	0.00478	-1.00000	-0.08937	0.00698	-1.00000	0.00411	0.00289	-1.00000
1420	AI	HI	scaffold93	131535	-0.07766	0.00584	-1.00000	-0.01315	0.00416	-1.00000	0.01319	0.00613	-1.00000	0.00208	0.00291	-1.00000
1425	AI	HI	scaffold93	135957	-0.09375	0.00546	-1.00000	-0.10315	0.00391	-1.00000	-0.13942	0.00578	-1.00000	0.01280	0.00292	-1.00000
1443	AI	HI	scaffold93	146511	-0.03674	0.00454	-1.00000	-0.00985	0.00330	-1.00000	-0.01453	0.00494	-1.00000	0.00224	0.00294	-1.00000
1458	AI	HI	scaffold95	17587	-0.08356	-0.09769	-1.00000	-0.08655	-0.10570	-1.00000	-0.07111	-0.07326	-1.00000	0.01608	0.01100	-1.00000
1460	AI	HI	scaffold95	17943	-0.11628	-0.09769	-1.00000	-0.13089	-0.10570	-1.00000	-0.07609	-0.07326	-1.00000	0.00431	0.01100	-1.00000
1467	AI	HI	scaffold96	4458	-0.01617	-0.01617	-1.00000	-0.00159	-0.00159	-1.00000	0.02721	0.02721	-1.00000	0.00309	0.00309	-1.00000
1483	AI	HI	scaffold98	4274	-0.07753	-0.07753	-1.00000	-0.08885	-0.08885	-1.00000	-0.03556	-0.03556	-1.00000	0.00795	0.00795	-1.00000
1534	AI	HI	scaffold103	22529	0.02493	0.02493	-1.00000	0.00196	0.00196	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00060	-1.00000
1550	AI	HI	scaffold106	21883	0.35857	0.20162	-1.00000	0.25297	0.13918	-1.00000	0.24786	0.13490	-1.00000	0.00359	0.00601	-1.00000
1576	AI	HI	scaffold106	53273	0.02493	0.19954	-1.00000	0.00196	0.13768	-1.00000	0.00000	0.13339	-1.00000	0.00118	0.00606	-1.00000
1580	AI	HI	scaffold106	56639	0.42515	0.19932	-1.00000	0.31278	0.13752	-1.00000	0.31818	0.13323	-1.00000	0.00356	0.00607	-1.00000
1586	AI	HI	scaffold106	59588	-0.09420	0.19913	-1.00000	-0.07868	0.13738	-1.00000	-0.09893	0.13309	-1.00000	0.01999	0.00607	-1.00000
1601	AI	HI	scaffold107	7912	-0.07865	-0.03431	-1.00000	-0.08522	0.14620	-1.00000	-0.08553	0.12055	-1.00000	0.00349	0.02023	-1.00000
1611	AI	HI	scaffold107	13238	0.02275	-0.03427	-1.00000	0.44393	0.14637	-1.00000	0.38568	0.12070	-1.00000	0.04178	0.02025	-1.00000
1648	AI	HI	scaffold109	2569	0.20616	0.05365	-1.00000	0.07153	0.01649	-1.00000	0.08601	0.01906	-1.00000	0.00419	0.00249	-1.00000
1657	AI	HI	scaffold109	9621	0.02493	0.05355	-1.00000	0.00196	0.01645	-1.00000	0.00000	0.01901	-1.00000	0.00495	0.00248	-1.00000
1662	AI	HI	scaffold109	11356	-0.01911	0.05353	-1.00000	-0.00144	0.01644	-1.00000	0.00000	0.01900	-1.00000	0.00045	0.00248	-1.00000
1671	AI	HI	scaffold109	17243	0.02493	0.05344	-1.00000	0.00196	0.01641	-1.00000	0.00000	0.01896	-1.00000	0.00060	0.00248	-1.00000
1702	AI	HI	scaffold111	22817	-0.08193	-0.08193	-1.00000	0.00362	0.00362	-1.00000	0.00362	0.00362	-1.00000	0.02679	0.02679	-1.00000
1710	AI	HI	scaffold112	7839	-0.07865	-0.02495	-1.00000	-0.08522	-0.02877	-1.00000	-0.08553	-0.02903	-1.00000	0.02587	0.00913	-1.00000
1737	AI	HI	scaffold112	33665	-0.01911	-0.02411	-1.00000	-0.00144	-0.02801	-1.00000	0.00000	-0.02828	-1.00000	0.00045	0.00891	-1.00000
1748	AI	HI	scaffold112	50166	0.02493	-0.02357	-1.00000	0.00196	-0.02753	-1.00000	0.00000	-0.02781	-1.00000	0.00060	0.00877	-1.00000
1777	AI	HI	scaffold113	12832	-0.07512	-0.03639	-1.00000	-0.01166	-0.00922	-1.00000	-0.01220	0.03543	-1.00000	0.00096	0.02472	-1.00000
1794	AI	HI	scaffold113	30418	0.00938	-0.03611	-1.00000	-0.00634	-0.00920	-1.00000	0.09173	0.03579	-1.00000	0.05281	0.02490	-1.00000
1818	AI	HI	scaffold115	1363	-0.03982	0.04604	-1.00000	-0.00764	0.00484	-1.00000	-0.01034	0.00228	-1.00000	0.00157	0.00206	-1.00000
1832	AI	HI	scaffold115	21863	0.12568	0.04661	-1.00000	0.02164	0.00490	-1.00000	0.01786	0.00235	-1.00000	0.00120	0.00207	-1.00000
1841	AI	HI	scaffold115	34915	0.05318	0.04696	-1.00000	0.00056	0.00494	-1.00000	-0.00061	0.00239	-1.00000	0.00345	0.00208	-1.00000
1887	AI	HI	scaffold117	6312	0.10923	0.13452	-1.00000	0.02003	0.07058	-1.00000	0.01786	0.08435	-1.00000	0.00120	0.01886	-1.00000
1898	AI	HI	scaffold117	18768	0.41176	0.13442	-1.00000	0.30818	0.07058	-1.00000	0.35583	0.08438	-1.00000	0.01627	0.01892	-1.00000
1900	AI	HI	scaffold117	22527	-0.07865	0.13439	-1.00000	-0.08522	0.07058	-1.00000	-0.08553	0.08439	-1.00000	0.03753	0.01893	-1.00000
1928	AI	HI	scaffold120	16611	0.04950	-0.01271	-1.00000	0.00432	-0.01084	-1.00000	0.03883	-0.00783	-1.00000	0.00179	0.00134	-1.00000
1931	AI	HI	scaffold120	18888	0.02493	-0.01273	-1.00000	0.00196	-0.01084	-1.00000	0.00000	-0.00784	-1.00000	0.00059	0.00134	-1.00000
1940	AI	HI	scaffold120	29712	-0.06619	-0.01284	-1.00000	-0.03532	-0.01086	-1.00000	-0.03680	-0.00789	-1.00000	0.00245	0.00134	-1.00000
1947	AI	HI	scaffold120	34954	-0.06619	-0.01289	-1.00000	-0.03532	-0.01086	-1.00000	-0.03680	-0.00792	-1.00000	0.00245	0.00133	-1.00000
1956	AI	HI	scaffold120	41851	-0.01911	-0.01296	-1.00000	-0.00144	-0.01087	-1.00000	0.00000	-0.00795	-1.00000	0.00045	0.00133	-1.00000
1957	AI	HI	scaffold120	41854	0.02493	-0.01296	-1.00000	0.00196	-0.01087	-1.00000	0.00000	-0.00795	-1.00000	0.00060	0.00133	-1.00000
1963	AI	HI	scaffold120	49313	0.02493	-0.01304	-1.00000	0.00196	-0.01088	-1.00000	0.00000	-0.00799	-1.00000	0.00059	0.00133	-1.00000
1969	AI	HI	scaffold120	55105	-0.07102	-0.01309	-1.00000	-0.02379	-0.01089	-1.00000	-0.02484	-0.00802	-1.00000	0.00178	0.00133	-1.00000
2022	AI	HI	scaffold126	8949	0.02493	0.02493	-1.00000	0.00196	0.00196	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00060	-1.00000
