# Population FMC	FMC2,FMC3,FMC4,FMC5,FMC6,FMC7,FMC8
# Population SH	SH1,SH2,SH3,SH4,SH5,SH6
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value	Dxy	Smoothed Dxy	Smoothed Dxy P-value
304	FMC	SH	scaffold35	63409	-0.04874	-0.04874	-1.00000	-0.01762	-0.01762	-1.00000	-0.02878	-0.02878	-1.00000	0.00944	0.00944	-1.00000
337	FMC	SH	scaffold36	32149	-0.04523	-0.04207	-1.00000	-0.00435	-0.02754	-1.00000	0.00000	-0.02580	-1.00000	0.00051	0.01025	-1.00000
351	FMC	SH	scaffold36	55559	-0.07189	-0.04194	-1.00000	-0.07753	-0.02762	-1.00000	-0.07735	-0.02590	-1.00000	0.02972	0.01029	-1.00000
365	FMC	SH	scaffold36	65440	-0.01158	-0.04188	-1.00000	-0.00095	-0.02765	-1.00000	0.00000	-0.02594	-1.00000	0.00051	0.01031	-1.00000
378	FMC	SH	scaffold38	13929	0.01568	0.01568	-1.00000	-0.01703	-0.01703	-1.00000	0.12563	0.12563	-1.00000	0.00818	0.00818	-1.00000
397	FMC	SH	scaffold43	1261	-0.00320	-0.00440	-1.00000	-0.00909	-0.00796	-1.00000	-0.00823	-0.00329	-1.00000	0.00161	0.00233	-1.00000
418	FMC	SH	scaffold43	30138	0.03522	-0.00371	-1.00000	0.02051	-0.00748	-1.00000	0.01370	-0.00251	-1.00000	0.00144	0.00234	-1.00000
430	FMC	SH	scaffold43	48001	0.02041	-0.00322	-1.00000	0.00415	-0.00716	-1.00000	0.00672	-0.00199	-1.00000	0.00268	0.00235	-1.00000
439	FMC	SH	scaffold43	59190	-0.07380	-0.00288	-1.00000	-0.08803	-0.00695	-1.00000	-0.08688	-0.00165	-1.00000	0.00503	0.00235	-1.00000
440	FMC	SH	scaffold43	59562	0.01907	-0.00287	-1.00000	0.00194	-0.00694	-1.00000	0.00000	-0.00164	-1.00000	0.00082	0.00235	-1.00000
442	FMC	SH	scaffold43	64696	-0.04356	-0.00271	-1.00000	-0.03895	-0.00684	-1.00000	-0.04008	-0.00148	-1.00000	0.00333	0.00235	-1.00000
447	FMC	SH	scaffold43	71768	0.03522	-0.00249	-1.00000	0.00331	-0.00671	-1.00000	0.00000	-0.00126	-1.00000	0.00072	0.00236	-1.00000
449	FMC	SH	scaffold43	72829	-0.03733	-0.00245	-1.00000	-0.00401	-0.00669	-1.00000	0.02721	-0.00122	-1.00000	0.00154	0.00236	-1.00000
458	FMC	SH	scaffold43	73451	-0.08559	-0.00243	-1.00000	-0.09339	-0.00667	-1.00000	-0.07669	-0.00120	-1.00000	0.00410	0.00236	-1.00000
463	FMC	SH	scaffold43	76662	0.04328	-0.00233	-1.00000	0.04891	-0.00661	-1.00000	0.01894	-0.00110	-1.00000	0.00411	0.00236	-1.00000
467	FMC	SH	scaffold43	78651	-0.01158	-0.00226	-1.00000	-0.00095	-0.00657	-1.00000	0.00000	-0.00104	-1.00000	0.00051	0.00236	-1.00000
478	FMC	SH	scaffold43	89264	-0.01399	-0.00190	-1.00000	-0.00421	-0.00635	-1.00000	-0.00846	-0.00069	-1.00000	0.00174	0.00237	-1.00000
480	FMC	SH	scaffold43	89648	-0.03733	-0.00188	-1.00000	-0.00401	-0.00635	-1.00000	0.06425	-0.00068	-1.00000	0.00459	0.00237	-1.00000
489	FMC	SH	scaffold43	105339	0.01335	-0.00131	-1.00000	0.00113	-0.00602	-1.00000	0.00000	-0.00014	-1.00000	0.00059	0.00238	-1.00000
518	FMC	SH	scaffold43	141570	-0.02593	0.00015	-1.00000	-0.00230	-0.00522	-1.00000	0.00000	0.00117	-1.00000	0.00051	0.00240	-1.00000
521	FMC	SH	scaffold43	151499	-0.01158	0.00059	-1.00000	-0.00095	-0.00499	-1.00000	0.00000	0.00154	-1.00000	0.00051	0.00241	-1.00000
522	FMC	SH	scaffold43	154373	0.01335	0.00072	-1.00000	0.00113	-0.00492	-1.00000	0.00000	0.00165	-1.00000	0.00060	0.00241	-1.00000
536	FMC	SH	scaffold43	165929	-0.01158	0.00126	-1.00000	-0.00095	-0.00465	-1.00000	0.00000	0.00210	-1.00000	0.00051	0.00242	-1.00000
541	FMC	SH	scaffold43	169983	-0.04523	0.00145	-1.00000	-0.00435	-0.00455	-1.00000	0.00000	0.00227	-1.00000	0.00051	0.00242	-1.00000
549	FMC	SH	scaffold43	172300	-0.02318	0.00156	-1.00000	-0.01193	-0.00450	-1.00000	-0.01336	0.00236	-1.00000	0.00213	0.00242	-1.00000
556	FMC	SH	scaffold43	178847	0.08710	0.00188	-1.00000	0.02439	-0.00434	-1.00000	0.01935	0.00262	-1.00000	0.01413	0.00243	-1.00000
574	FMC	SH	scaffold43	202799	0.01299	0.00311	-1.00000	0.00532	-0.00375	-1.00000	0.04604	0.00361	-1.00000	0.00282	0.00244	-1.00000
585	FMC	SH	scaffold43	220773	0.15916	0.00409	-1.00000	0.03327	-0.00330	-1.00000	0.08333	0.00438	-1.00000	0.00238	0.00246	-1.00000
625	FMC	SH	scaffold47	7779	0.00768	-0.02867	-1.00000	0.04406	0.00604	-1.00000	0.04034	0.01834	-1.00000	0.00359	0.00334	-1.00000
626	FMC	SH	scaffold47	8290	-0.06818	-0.02867	-1.00000	-0.03529	0.00604	-1.00000	-0.00557	0.01834	-1.00000	0.00308	0.00334	-1.00000
659	FMC	SH	scaffold48	53228	0.01335	0.00091	-1.00000	0.00113	0.00009	-1.00000	0.00000	0.00000	-1.00000	0.00059	0.00055	-1.00000
674	FMC	SH	scaffold48	68008	-0.01158	0.00085	-1.00000	-0.00095	0.00008	-1.00000	0.00000	0.00000	-1.00000	0.00051	0.00055	-1.00000
696	FMC	SH	scaffold51	3478	0.10923	0.20312	-1.00000	0.02003	0.07174	-1.00000	0.01786	0.06891	-1.00000	0.00120	0.00179	-1.00000
704	FMC	SH	scaffold51	8732	0.29707	0.20318	-1.00000	0.12348	0.07177	-1.00000	0.12000	0.06894	-1.00000	0.00239	0.00179	-1.00000
712	FMC	SH	scaffold52	2351	-0.01158	-0.01158	-1.00000	-0.00095	-0.00095	-1.00000	0.00000	0.00000	-1.00000	0.00051	0.00051	-1.00000
748	FMC	SH	scaffold55	37160	0.01335	0.01335	-1.00000	0.00113	0.00113	-1.00000	0.00000	0.00000	-1.00000	0.00059	0.00059	-1.00000
759	FMC	SH	scaffold56	1269	0.00395	-0.02569	-1.00000	-0.00610	-0.05475	-1.00000	0.02544	-0.02706	-1.00000	0.00614	0.00557	-1.00000
760	FMC	SH	scaffold56	1712	-0.05534	-0.02569	-1.00000	-0.10340	-0.05475	-1.00000	-0.07956	-0.02706	-1.00000	0.00501	0.00557	-1.00000
783	FMC	SH	scaffold60	753	0.09091	0.03753	-1.00000	0.01786	0.00806	-1.00000	0.05109	0.02448	-1.00000	0.00360	0.00226	-1.00000
784	FMC	SH	scaffold60	882	-0.01158	0.03753	-1.00000	-0.00095	0.00806	-1.00000	0.00000	0.02448	-1.00000	0.00102	0.00226	-1.00000
844	FMC	SH	scaffold68	11801	-0.07280	0.01327	-1.00000	-0.07840	-0.01287	-1.00000	-0.07866	-0.01406	-1.00000	0.00351	0.00199	-1.00000
866	FMC	SH	scaffold68	22891	0.18089	0.01335	-1.00000	0.05232	-0.01276	-1.00000	0.04545	-0.01395	-1.00000	0.00195	0.00198	-1.00000
867	FMC	SH	scaffold68	22894	0.01335	0.01335	-1.00000	0.00113	-0.01276	-1.00000	0.00000	-0.01395	-1.00000	0.00059	0.00198	-1.00000
875	FMC	SH	scaffold68	34680	-0.01474	0.01344	-1.00000	-0.00540	-0.01264	-1.00000	-0.00374	-0.01383	-1.00000	0.00188	0.00198	-1.00000
902	FMC	SH	scaffold71	13489	0.06145	0.06145	-1.00000	0.01079	0.01079	-1.00000	0.01266	0.01266	-1.00000	0.00103	0.00103	-1.00000
904	FMC	SH	scaffold74	385	-0.08387	-0.04598	-1.00000	-0.09150	-0.03506	-1.00000	-0.09160	-0.02396	-1.00000	0.00441	0.00241	-1.00000
910	FMC	SH	scaffold74	3295	-0.08279	-0.04598	-1.00000	-0.01391	-0.03505	-1.00000	-0.01408	-0.02395	-1.00000	0.00102	0.00241	-1.00000
911	FMC	SH	scaffold74	3944	0.03522	-0.04597	-1.00000	0.00331	-0.03505	-1.00000	0.03883	-0.02395	-1.00000	0.00174	0.00241	-1.00000
921	FMC	SH	scaffold75	2192	0.06145	0.06145	-1.00000	0.01079	0.01079	-1.00000	0.01266	0.01266	-1.00000	0.00113	0.00113	-1.00000
951	FMC	SH	scaffold76	41165	-0.01717	0.09973	-1.00000	-0.02031	0.10351	-1.00000	0.01115	0.11898	-1.00000	0.00428	0.00417	-1.00000
954	FMC	SH	scaffold76	45625	0.20733	0.09978	-1.00000	0.21747	0.10356	-1.00000	0.21822	0.11902	-1.00000	0.00407	0.00417	-1.00000
975	FMC	SH	scaffold77	6758	-0.08036	-0.08673	-1.00000	-0.05501	-0.07790	-1.00000	-0.05466	-0.06137	-1.00000	0.00280	0.02652	-1.00000
994	FMC	SH	scaffold77	32521	-0.09375	-0.08683	-1.00000	-0.10315	-0.07826	-1.00000	-0.06876	-0.06147	-1.00000	0.05270	0.02689	-1.00000
1010	FMC	SH	scaffold78	20823	-0.09091	-0.00603	-1.00000	-0.07843	-0.01523	-1.00000	-0.05848	-0.00664	-1.00000	0.00376	0.00206	-1.00000
1011	FMC	SH	scaffold78	26038	-0.01474	-0.00597	-1.00000	-0.00540	-0.01521	-1.00000	-0.00374	-0.00662	-1.00000	0.00188	0.00206	-1.00000
1012	FMC	SH	scaffold78	26426	-0.02593	-0.00597	-1.00000	-0.00230	-0.01520	-1.00000	0.00000	-0.00662	-1.00000	0.00051	0.00206	-1.00000
1016	FMC	SH	scaffold78	29507	0.03522	-0.00593	-1.00000	0.00331	-0.01519	-1.00000	0.02941	-0.00661	-1.00000	0.00235	0.00206	-1.00000
1024	FMC	SH	scaffold78	36241	0.07438	-0.00585	-1.00000	0.00797	-0.01515	-1.00000	0.00000	-0.00658	-1.00000	0.00180	0.00206	-1.00000
1036	FMC	SH	scaffold79	14599	-0.02593	-0.04537	-1.00000	-0.00230	-0.01576	-1.00000	0.00000	-0.01804	-1.00000	0.00051	0.00160	-1.00000
1041	FMC	SH	scaffold79	19813	-0.06667	-0.04538	-1.00000	-0.03051	-0.01577	-1.00000	-0.03782	-0.01805	-1.00000	0.00279	0.00160	-1.00000
1042	FMC	SH	scaffold80	3280	-0.01158	-0.01846	-1.00000	-0.00095	-0.00160	-1.00000	0.00000	0.00000	-1.00000	0.00051	0.00051	-1.00000
1043	FMC	SH	scaffold80	3283	-0.02593	-0.01846	-1.00000	-0.00230	-0.00160	-1.00000	0.00000	0.00000	-1.00000	0.00051	0.00051	-1.00000
1061	FMC	SH	scaffold83	5175	0.15916	0.15916	-1.00000	0.03327	0.03327	-1.00000	0.02703	0.02703	-1.00000	0.00144	0.00155	-1.00000
1073	FMC	SH	scaffold83	22667	0.15916	0.15916	-1.00000	0.03327	0.03327	-1.00000	0.02703	0.02703	-1.00000	0.00166	0.00155	-1.00000
1076	FMC	SH	scaffold84	2248	-0.01158	0.17524	-1.00000	-0.00095	0.11315	-1.00000	0.00000	0.11642	-1.00000	0.00051	0.00251	-1.00000
1079	FMC	SH	scaffold84	10959	-0.09310	0.17528	-1.00000	-0.05313	0.11315	-1.00000	-0.09181	0.11646	-1.00000	0.00553	0.00251	-1.00000
1090	FMC	SH	scaffold84	18634	0.14259	0.17531	-1.00000	0.11051	0.11315	-1.00000	0.12030	0.11648	-1.00000	0.00256	0.00250	-1.00000
1107	FMC	SH	scaffold84	37023	0.47988	0.17532	-1.00000	0.31568	0.11310	-1.00000	0.31250	0.11650	-1.00000	0.00359	0.00249	-1.00000
1108	FMC	SH	scaffold84	37026	0.53527	0.17532	-1.00000	0.31540	0.11310	-1.00000	0.37931	0.11650	-1.00000	0.00428	0.00249	-1.00000
1117	FMC	SH	scaffold84	39268	0.47988	0.17532	-1.00000	0.31568	0.11309	-1.00000	0.31250	0.11650	-1.00000	0.00359	0.00249	-1.00000
1139	FMC	SH	scaffold84	47492	0.06145	0.17530	-1.00000	0.01079	0.11306	-1.00000	0.01266	0.11650	-1.00000	0.00199	0.00248	-1.00000
1161	FMC	SH	scaffold84	64038	-0.01158	0.17522	-1.00000	-0.00095	0.11296	-1.00000	0.00000	0.11646	-1.00000	0.00051	0.00247	-1.00000
1165	FMC	SH	scaffold84	78130	-0.01158	0.17511	-1.00000	-0.00095	0.11286	-1.00000	0.00000	0.11640	-1.00000	0.00051	0.00246	-1.00000
1170	FMC	SH	scaffold85	1880	-0.01617	0.05198	-1.00000	-0.00159	0.01016	-1.00000	0.02721	0.02213	-1.00000	0.00154	0.00135	-1.00000
1175	FMC	SH	scaffold85	4963	0.10923	0.05199	-1.00000	0.02003	0.01016	-1.00000	0.01786	0.02213	-1.00000	0.00119	0.00135	-1.00000
1202	FMC	SH	scaffold86	24322	0.29151	0.22814	-1.00000	0.29852	0.17153	-1.00000	0.29760	0.19502	-1.00000	0.00424	0.00309	-1.00000
1209	FMC	SH	scaffold86	32849	0.15916	0.22804	-1.00000	0.03327	0.17132	-1.00000	0.08333	0.19485	-1.00000	0.00184	0.00309	-1.00000
1219	FMC	SH	scaffold87	15174	0.13524	0.13524	-1.00000	0.03763	0.03763	-1.00000	0.04027	0.04027	-1.00000	0.00153	0.00153	-1.00000
1233	FMC	SH	scaffold89	6313	0.15691	0.15691	-1.00000	0.05288	0.05288	-1.00000	0.10687	0.10687	-1.00000	0.00256	0.00256	-1.00000
1256	FMC	SH	scaffold91	509	-0.01158	-0.04044	-1.00000	-0.00095	-0.01952	-1.00000	0.00000	-0.01165	-1.00000	0.00051	0.00210	-1.00000
1263	FMC	SH	scaffold91	10500	-0.06818	-0.04048	-1.00000	-0.03529	-0.01954	-1.00000	-0.03203	-0.01164	-1.00000	0.00405	0.00210	-1.00000
1267	FMC	SH	scaffold91	15658	-0.07998	-0.04050	-1.00000	-0.04628	-0.01955	-1.00000	-0.04677	-0.01163	-1.00000	0.00251	0.00210	-1.00000
1269	FMC	SH	scaffold91	15821	0.02041	-0.04050	-1.00000	0.00415	-0.01955	-1.00000	0.01266	-0.01163	-1.00000	0.00103	0.00210	-1.00000
1278	FMC	SH	scaffold91	24335	-0.05682	-0.04053	-1.00000	-0.01650	-0.01956	-1.00000	0.01221	-0.01162	-1.00000	0.00241	0.00210	-1.00000
1297	FMC	SH	scaffold93	12979	-0.01158	-0.00444	-1.00000	-0.00095	-0.01536	-1.00000	0.00000	-0.01291	-1.00000	0.00051	0.00581	-1.00000
1305	FMC	SH	scaffold93	18214	0.07438	-0.00483	-1.00000	0.00797	-0.01563	-1.00000	0.00000	-0.01329	-1.00000	0.00090	0.00587	-1.00000
1335	FMC	SH	scaffold93	38850	-0.02418	-0.00640	-1.00000	-0.00296	-0.01673	-1.00000	0.08594	-0.01484	-1.00000	0.00406	0.00612	-1.00000
1344	FMC	SH	scaffold93	47172	0.10923	-0.00703	-1.00000	0.02003	-0.01718	-1.00000	0.01786	-0.01548	-1.00000	0.00120	0.00622	-1.00000
1361	FMC	SH	scaffold93	67275	-0.01617	-0.00859	-1.00000	-0.00159	-0.01829	-1.00000	0.00000	-0.01704	-1.00000	0.00060	0.00647	-1.00000
1365	FMC	SH	scaffold93	69900	-0.01158	-0.00880	-1.00000	-0.00095	-0.01843	-1.00000	0.00000	-0.01725	-1.00000	0.00051	0.00650	-1.00000
1386	FMC	SH	scaffold93	97998	-0.02593	-0.01101	-1.00000	-0.00230	-0.02001	-1.00000	0.00000	-0.01948	-1.00000	0.00050	0.00685	-1.00000
1413	FMC	SH	scaffold93	125725	-0.11111	-0.01321	-1.00000	-0.12500	-0.02159	-1.00000	-0.14337	-0.02173	-1.00000	0.05394	0.00721	-1.00000
1425	FMC	SH	scaffold93	135957	-0.10092	-0.01403	-1.00000	-0.11214	-0.02218	-1.00000	-0.15643	-0.02257	-1.00000	0.01290	0.00734	-1.00000
1442	FMC	SH	scaffold93	146508	-0.01158	-0.01487	-1.00000	-0.00095	-0.02279	-1.00000	0.00000	-0.02344	-1.00000	0.00051	0.00747	-1.00000
1463	FMC	SH	scaffold96	2178	0.06538	0.06538	-1.00000	0.00756	0.00756	-1.00000	-0.00862	-0.00862	-1.00000	0.01351	0.01351	-1.00000
1483	FMC	SH	scaffold98	4274	-0.08815	-0.08815	-1.00000	-0.10730	-0.10730	-1.00000	-0.08409	-0.08409	-1.00000	0.00795	0.00795	-1.00000
1514	FMC	SH	scaffold102	32611	0.20379	0.20379	-1.00000	0.06014	0.06014	-1.00000	0.05714	0.05714	-1.00000	0.00178	0.00178	-1.00000
1554	FMC	SH	scaffold106	27363	-0.08279	-0.05555	-1.00000	-0.01391	-0.00835	-1.00000	-0.01408	-0.00734	-1.00000	0.00102	0.00078	-1.00000
1555	FMC	SH	scaffold106	30030	-0.02593	-0.05554	-1.00000	-0.00230	-0.00835	-1.00000	0.00000	-0.00734	-1.00000	0.00051	0.00078	-1.00000
1597	FMC	SH	scaffold107	2456	-0.01158	-0.06579	-1.00000	-0.00095	-0.06833	-1.00000	0.00000	-0.05177	-1.00000	0.00053	0.01058	-1.00000
1601	FMC	SH	scaffold107	7912	-0.08387	-0.06583	-1.00000	-0.09150	-0.06838	-1.00000	-0.09160	-0.05180	-1.00000	0.00349	0.01060	-1.00000
1611	FMC	SH	scaffold107	13238	-0.10891	-0.06587	-1.00000	-0.12112	-0.06844	-1.00000	-0.06606	-0.05183	-1.00000	0.03105	0.01061	-1.00000
1657	FMC	SH	scaffold109	9621	0.24528	0.13548	-1.00000	0.11504	0.05664	-1.00000	0.11042	0.05270	-1.00000	0.02835	0.01390	-1.00000
1662	FMC	SH	scaffold109	11356	0.03522	0.13547	-1.00000	0.00331	0.05663	-1.00000	0.00000	0.05270	-1.00000	0.00072	0.01390	-1.00000
1710	FMC	SH	scaffold112	7839	-0.08387	-0.00792	-1.00000	-0.09150	-0.01093	-1.00000	-0.09160	-0.00744	-1.00000	0.02587	0.00423	-1.00000
1723	FMC	SH	scaffold112	21971	-0.02593	-0.00767	-1.00000	-0.00230	-0.01070	-1.00000	0.00000	-0.00723	-1.00000	0.00051	0.00416	-1.00000
1737	FMC	SH	scaffold112	33665	-0.03733	-0.00746	-1.00000	-0.00401	-0.01052	-1.00000	0.02721	-0.00707	-1.00000	0.00154	0.00411	-1.00000
1739	FMC	SH	scaffold112	38107	0.06145	-0.00738	-1.00000	0.01079	-0.01045	-1.00000	0.01266	-0.00700	-1.00000	0.00103	0.00409	-1.00000
1745	FMC	SH	scaffold112	43839	-0.01158	-0.00729	-1.00000	-0.00095	-0.01036	-1.00000	0.00000	-0.00692	-1.00000	0.00051	0.00406	-1.00000
1752	FMC	SH	scaffold112	63853	-0.02593	-0.00695	-1.00000	-0.00230	-0.01005	-1.00000	0.00418	-0.00665	-1.00000	0.00162	0.00398	-1.00000
1753	FMC	SH	scaffold112	63856	0.01299	-0.00695	-1.00000	0.00532	-0.01005	-1.00000	-0.00663	-0.00665	-1.00000	0.00282	0.00398	-1.00000
1754	FMC	SH	scaffold112	67345	0.06145	-0.00690	-1.00000	0.01079	-0.01000	-1.00000	0.01266	-0.00660	-1.00000	0.00102	0.00396	-1.00000
1762	FMC	SH	scaffold112	70883	0.00912	-0.00684	-1.00000	-0.01082	-0.00995	-1.00000	-0.00704	-0.00656	-1.00000	0.00244	0.00395	-1.00000
1768	FMC	SH	scaffold112	86939	-0.04341	-0.00659	-1.00000	-0.01720	-0.00972	-1.00000	-0.01376	-0.00635	-1.00000	0.00195	0.00388	-1.00000
1777	FMC	SH	scaffold113	12832	0.06145	0.04164	-1.00000	0.01079	0.01532	-1.00000	0.01266	0.01962	-1.00000	0.00102	0.00126	-1.00000
1787	FMC	SH	scaffold113	22912	0.02005	0.04159	-1.00000	0.02024	0.01533	-1.00000	0.02721	0.01964	-1.00000	0.00153	0.00126	-1.00000
1810	FMC	SH	scaffold114	6902	0.29656	0.29656	-1.00000	0.13607	0.13607	-1.00000	0.32420	0.32420	-1.00000	0.00464	0.00464	-1.00000
1818	FMC	SH	scaffold115	1363	0.03522	0.05131	-1.00000	0.00331	0.01043	-1.00000	0.00000	0.00827	-1.00000	0.00072	0.00159	-1.00000
1856	FMC	SH	scaffold115	37086	-0.03733	0.05200	-1.00000	0.00069	0.01061	-1.00000	0.00616	0.00845	-1.00000	0.00395	0.00159	-1.00000
1869	FMC	SH	scaffold115	47384	0.03522	0.05220	-1.00000	0.00331	0.01067	-1.00000	0.00000	0.00850	-1.00000	0.00071	0.00160	-1.00000
1870	FMC	SH	scaffold115	48766	0.15916	0.05223	-1.00000	0.03327	0.01068	-1.00000	0.02703	0.00850	-1.00000	0.00138	0.00160	-1.00000
1885	FMC	SH	scaffold116	6183	-0.08279	-0.08279	-1.00000	-0.01391	-0.01391	-1.00000	-0.01408	-0.01408	-1.00000	0.00102	0.00102	-1.00000
1898	FMC	SH	scaffold117	18768	-0.10092	-0.09002	-1.00000	-0.11214	-0.09985	-1.00000	0.03509	-0.03334	-1.00000	0.01859	0.02886	-1.00000
1900	FMC	SH	scaffold117	22527	-0.08086	-0.09001	-1.00000	-0.08952	-0.09984	-1.00000	-0.09085	-0.03336	-1.00000	0.03748	0.02886	-1.00000
1919	FMC	SH	scaffold120	8530	-0.08279	-0.02498	-1.00000	-0.01391	0.01732	-1.00000	-0.01408	0.01020	-1.00000	0.00103	0.00257	-1.00000
1940	FMC	SH	scaffold120	29712	-0.08279	-0.02451	-1.00000	-0.01391	0.01739	-1.00000	-0.01408	0.01028	-1.00000	0.00308	0.00257	-1.00000
1947	FMC	SH	scaffold120	34954	0.01274	-0.02439	-1.00000	0.15097	0.01741	-1.00000	0.09440	0.01030	-1.00000	0.00620	0.00257	-1.00000
1952	FMC	SH	scaffold120	39649	0.02041	-0.02429	-1.00000	0.00415	0.01743	-1.00000	0.01266	0.01032	-1.00000	0.00103	0.00257	-1.00000
1956	FMC	SH	scaffold120	41851	-0.01474	-0.02424	-1.00000	-0.00540	0.01743	-1.00000	-0.00374	0.01033	-1.00000	0.00378	0.00257	-1.00000
1969	FMC	SH	scaffold120	55105	0.01335	-0.02395	-1.00000	0.00113	0.01748	-1.00000	0.00000	0.01038	-1.00000	0.00059	0.00257	-1.00000
1998	FMC	SH	scaffold124	1067	0.06145	0.06145	-1.00000	0.01079	0.01079	-1.00000	0.01266	0.01266	-1.00000	0.00072	0.00072	-1.00000
2021	FMC	SH	scaffold126	8946	-0.01010	-0.01010	-1.00000	-0.00891	-0.00891	-1.00000	-0.00752	-0.00752	-1.00000	0.00305	0.00305	-1.00000
2028	FMC	SH	scaffold127	5188	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.02721	0.02721	-1.00000	0.00887	0.00887	-1.00000
2091	FMC	SH	scaffold134	11201	-0.00000	-0.06201	-1.00000	-0.00000	0.01628	-1.00000	0.00526	0.04006	-1.00000	0.00770	0.01779	-1.00000
2092	FMC	SH	scaffold134	11553	-0.05467	-0.06201	-1.00000	0.25000	0.01628	-1.00000	0.29278	0.04006	-1.00000	0.05573	0.01779	-1.00000
2093	FMC	SH	scaffold134	11556	-0.09091	-0.06201	-1.00000	-0.10000	0.01628	-1.00000	-0.07789	0.04006	-1.00000	0.00812	0.01779	-1.00000
2096	FMC	SH	scaffold134	14458	-0.09310	-0.06201	-1.00000	-0.05313	0.01627	-1.00000	-0.02793	0.04005	-1.00000	0.00318	0.01779	-1.00000
2119	FMC	SH	scaffold136	974	-0.04523	-0.04523	-1.00000	-0.00435	-0.00435	-1.00000	0.00000	0.00000	-1.00000	0.00055	0.00055	-1.00000
