# Population AI	AI3,AI4,AI5,AI6,AI7,AI8
# Population SH	SH1,SH2,SH3,SH4,SH5,SH6
# Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value	Dxy	Smoothed Dxy	Smoothed Dxy P-value
737	AI	SH	scaffold55	22259	-0.00000	-0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00060	-1.00000
748	AI	SH	scaffold55	37160	-0.00000	-0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00059	0.00060	-1.00000
759	AI	SH	scaffold56	1269	0.27273	0.24545	-1.00000	0.00000	0.00000	-1.00000	0.34524	0.25864	-1.00000	0.00595	0.00446	-1.00000
760	AI	SH	scaffold56	1712	0.21818	0.24545	-1.00000	0.00000	0.00000	-1.00000	0.17204	0.25864	-1.00000	0.00297	0.00446	-1.00000
785	AI	SH	scaffold60	5378	0.88599	0.88599	-1.00000	0.00000	0.00000	-1.00000	0.88172	0.88172	-1.00000	0.00658	0.00658	-1.00000
793	AI	SH	scaffold62	8272	0.06977	0.06977	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.01786	-1.00000	0.00119	0.00119	-1.00000
844	AI	SH	scaffold68	11801	0.34711	0.13577	-1.00000	0.00000	0.00000	-1.00000	0.27869	0.07817	-1.00000	0.00646	0.00288	-1.00000
866	AI	SH	scaffold68	22891	0.13379	0.13536	-1.00000	0.00000	0.00000	-1.00000	0.02119	0.07776	-1.00000	0.00260	0.00287	-1.00000
867	AI	SH	scaffold68	22894	-0.00000	0.13536	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.07776	-1.00000	0.00059	0.00287	-1.00000
875	AI	SH	scaffold68	34680	0.06061	0.13492	-1.00000	0.00000	0.00000	-1.00000	0.00165	0.07734	-1.00000	0.00180	0.00286	-1.00000
902	AI	SH	scaffold71	13489	1.00000	1.00000	-1.00000	0.00000	0.00000	-1.00000	1.00000	1.00000	-1.00000	0.00718	0.00718	-1.00000
904	AI	SH	scaffold74	385	-0.09091	-0.01879	-1.00000	0.00000	0.00000	-1.00000	-0.10000	-0.01620	-1.00000	0.00441	0.00212	-1.00000
910	AI	SH	scaffold74	3295	-0.09091	-0.01878	-1.00000	0.00000	0.00000	-1.00000	-0.01667	-0.01619	-1.00000	0.00109	0.00212	-1.00000
911	AI	SH	scaffold74	3944	0.01907	-0.01878	-1.00000	0.00000	0.00000	-1.00000	0.03883	-0.01618	-1.00000	0.00174	0.00212	-1.00000
912	AI	SH	scaffold74	3947	0.09091	-0.01878	-1.00000	0.00000	0.00000	-1.00000	0.01786	-0.01618	-1.00000	0.00120	0.00212	-1.00000
944	AI	SH	scaffold76	34388	-0.02418	0.20975	-1.00000	0.00000	0.00000	-1.00000	-0.05113	0.13450	-1.00000	0.00263	0.00321	-1.00000
949	AI	SH	scaffold76	38656	0.47727	0.20977	-1.00000	0.00000	0.00000	-1.00000	0.39560	0.13449	-1.00000	0.00479	0.00321	-1.00000
951	AI	SH	scaffold76	41165	0.13669	0.20979	-1.00000	0.00000	0.00000	-1.00000	0.08333	0.13449	-1.00000	0.00352	0.00321	-1.00000
954	AI	SH	scaffold76	45625	0.18182	0.20981	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.13449	-1.00000	0.00178	0.00321	-1.00000
973	AI	SH	scaffold77	5500	0.18182	0.09953	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.00772	-1.00000	0.00178	0.01737	-1.00000
975	AI	SH	scaffold77	6758	0.18182	0.09944	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.00766	-1.00000	0.00178	0.01738	-1.00000
994	AI	SH	scaffold77	32521	-0.12676	0.09761	-1.00000	0.00000	0.00000	-1.00000	-0.12821	0.00656	-1.00000	0.06022	0.01773	-1.00000
1010	AI	SH	scaffold78	20823	0.49012	0.23887	-1.00000	0.00000	0.00000	-1.00000	0.46442	0.21575	-1.00000	0.00459	0.00284	-1.00000
1011	AI	SH	scaffold78	26038	-0.00000	0.23870	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.21557	-1.00000	0.00060	0.00283	-1.00000
1012	AI	SH	scaffold78	26426	0.61165	0.23869	-1.00000	0.00000	0.00000	-1.00000	0.56000	0.21556	-1.00000	0.00478	0.00283	-1.00000
1016	AI	SH	scaffold78	29507	0.01907	0.23858	-1.00000	0.00000	0.00000	-1.00000	0.02941	0.21545	-1.00000	0.00235	0.00283	-1.00000
1024	AI	SH	scaffold78	36241	0.05352	0.23836	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.21522	-1.00000	0.00180	0.00283	-1.00000
1041	AI	SH	scaffold79	19813	0.21311	0.21311	-1.00000	0.00000	0.00000	-1.00000	0.04545	0.04545	-1.00000	0.00217	0.00217	-1.00000
1045	AI	SH	scaffold80	4887	0.12727	0.12727	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.05714	-1.00000	0.00179	0.00179	-1.00000
1061	AI	SH	scaffold83	5175	0.13669	0.13669	-1.00000	0.00000	0.00000	-1.00000	0.02703	0.02703	-1.00000	0.00144	0.00155	-1.00000
1073	AI	SH	scaffold83	22667	0.13669	0.13669	-1.00000	0.00000	0.00000	-1.00000	0.02703	0.02703	-1.00000	0.00166	0.00155	-1.00000
1079	AI	SH	scaffold84	10959	0.13669	0.23811	-1.00000	0.00000	0.00000	-1.00000	0.08333	0.22890	-1.00000	0.00357	0.00338	-1.00000
1107	AI	SH	scaffold84	37023	0.49697	0.23532	-1.00000	0.00000	0.00000	-1.00000	0.75373	0.22631	-1.00000	0.00900	0.00334	-1.00000
1108	AI	SH	scaffold84	37026	0.50515	0.23532	-1.00000	0.00000	0.00000	-1.00000	0.37931	0.22631	-1.00000	0.00428	0.00334	-1.00000
1117	AI	SH	scaffold84	39268	0.45455	0.23508	-1.00000	0.00000	0.00000	-1.00000	0.31250	0.22609	-1.00000	0.00359	0.00334	-1.00000
1159	AI	SH	scaffold84	56524	0.04382	0.23319	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.22432	-1.00000	0.00145	0.00331	-1.00000
1161	AI	SH	scaffold84	64038	-0.00000	0.23235	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.22354	-1.00000	0.00060	0.00330	-1.00000
1165	AI	SH	scaffold84	78130	-0.00000	0.23077	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.22206	-1.00000	0.00059	0.00328	-1.00000
1175	AI	SH	scaffold85	4963	0.09091	0.09091	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.01786	-1.00000	0.00119	0.00119	-1.00000
1199	AI	SH	scaffold86	18877	-0.00000	0.11769	-1.00000	0.00000	0.00000	-1.00000	0.00901	0.06132	-1.00000	0.00120	0.00201	-1.00000
1202	AI	SH	scaffold86	24322	0.21818	0.11776	-1.00000	0.00000	0.00000	-1.00000	0.09363	0.06136	-1.00000	0.00297	0.00201	-1.00000
1209	AI	SH	scaffold86	32849	0.13669	0.11786	-1.00000	0.00000	0.00000	-1.00000	0.08333	0.06141	-1.00000	0.00184	0.00201	-1.00000
1219	AI	SH	scaffold87	15174	-0.00000	0.04541	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00892	-1.00000	0.00059	0.00088	-1.00000
1224	AI	SH	scaffold87	24247	0.09091	0.04550	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.00894	-1.00000	0.00116	0.00088	-1.00000
1256	AI	SH	scaffold91	509	0.36340	0.18640	-1.00000	0.00000	0.00000	-1.00000	0.32927	0.11208	-1.00000	0.00479	0.00282	-1.00000
1263	AI	SH	scaffold91	10500	0.01299	0.18628	-1.00000	0.00000	0.00000	-1.00000	0.00532	0.11181	-1.00000	0.00206	0.00282	-1.00000
1267	AI	SH	scaffold91	15658	0.18182	0.18622	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.11167	-1.00000	0.00176	0.00282	-1.00000
1278	AI	SH	scaffold91	24335	0.21818	0.18611	-1.00000	0.00000	0.00000	-1.00000	0.09363	0.11144	-1.00000	0.00301	0.00282	-1.00000
1297	AI	SH	scaffold93	12979	0.29750	0.10165	-1.00000	0.00000	0.00000	-1.00000	0.33735	0.07599	-1.00000	0.00539	0.00698	-1.00000
1305	AI	SH	scaffold93	18214	0.05352	0.10087	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.07492	-1.00000	0.00090	0.00703	-1.00000
1341	AI	SH	scaffold93	45988	0.28571	0.09674	-1.00000	0.00000	0.00000	-1.00000	0.36782	0.06924	-1.00000	0.00416	0.00731	-1.00000
1344	AI	SH	scaffold93	47172	0.09091	0.09656	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.06899	-1.00000	0.00120	0.00732	-1.00000
1357	AI	SH	scaffold93	57615	-0.00000	0.09500	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.06685	-1.00000	0.00059	0.00743	-1.00000
1398	AI	SH	scaffold93	117276	0.27273	0.08611	-1.00000	0.00000	0.00000	-1.00000	0.12000	0.05468	-1.00000	0.00234	0.00802	-1.00000
1413	AI	SH	scaffold93	125725	-0.11111	0.08486	-1.00000	0.00000	0.00000	-1.00000	-0.17857	0.05298	-1.00000	0.05149	0.00811	-1.00000
1420	AI	SH	scaffold93	131535	0.01907	0.08401	-1.00000	0.00000	0.00000	-1.00000	0.03883	0.05181	-1.00000	0.00178	0.00816	-1.00000
1425	AI	SH	scaffold93	135957	-0.11111	0.08336	-1.00000	0.00000	0.00000	-1.00000	-0.17857	0.05093	-1.00000	0.01302	0.00821	-1.00000
1443	AI	SH	scaffold93	146511	0.04382	0.08181	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.04883	-1.00000	0.00120	0.00831	-1.00000
1483	AI	SH	scaffold98	4274	-0.10000	-0.10000	-1.00000	0.00000	0.00000	-1.00000	-0.18202	-0.18202	-1.00000	0.00852	0.00852	-1.00000
1514	AI	SH	scaffold102	32611	0.18182	0.18182	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.05714	-1.00000	0.00178	0.00178	-1.00000
1534	AI	SH	scaffold103	22529	-0.01617	-0.01617	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00060	0.00060	-1.00000
1550	AI	SH	scaffold106	21883	0.42584	0.13183	-1.00000	0.00000	0.00000	-1.00000	0.31250	0.10711	-1.00000	0.00359	0.00255	-1.00000
1554	AI	SH	scaffold106	27363	-0.00000	0.13138	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.10683	-1.00000	0.00059	0.00255	-1.00000
1576	AI	SH	scaffold106	53273	-0.03733	0.12925	-1.00000	0.00000	0.00000	-1.00000	0.00752	0.10551	-1.00000	0.00379	0.00256	-1.00000
1601	AI	SH	scaffold107	7912	-0.09091	-0.05353	-1.00000	0.00000	0.00000	-1.00000	-0.10000	0.13405	-1.00000	0.00349	0.01967	-1.00000
1611	AI	SH	scaffold107	13238	-0.00292	-0.05350	-1.00000	0.00000	0.00000	-1.00000	0.45092	0.13422	-1.00000	0.04158	0.01969	-1.00000
1657	AI	SH	scaffold109	9621	-0.01617	0.00145	-1.00000	0.00000	0.00000	-1.00000	0.00165	0.00083	-1.00000	0.01403	0.00738	-1.00000
1662	AI	SH	scaffold109	11356	0.01907	0.00145	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00083	-1.00000	0.00072	0.00738	-1.00000
1710	AI	SH	scaffold112	7839	-0.09091	0.21203	-1.00000	0.00000	0.00000	-1.00000	-0.10000	0.17220	-1.00000	0.02587	0.00793	-1.00000
1748	AI	SH	scaffold112	50166	0.90074	0.21355	-1.00000	0.00000	0.00000	-1.00000	0.90909	0.17290	-1.00000	0.00658	0.00744	-1.00000
1753	AI	SH	scaffold112	63856	0.18182	0.21390	-1.00000	0.00000	0.00000	-1.00000	0.05714	0.17299	-1.00000	0.00179	0.00729	-1.00000
1762	AI	SH	scaffold112	70883	0.05352	0.21406	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.17302	-1.00000	0.00090	0.00721	-1.00000
1768	AI	SH	scaffold112	86939	0.01907	0.21434	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.17302	-1.00000	0.00072	0.00703	-1.00000
1777	AI	SH	scaffold113	12832	-0.00000	-0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00059	0.00510	-1.00000
1794	AI	SH	scaffold113	30418	0.00000	-0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00963	0.00513	-1.00000
1810	AI	SH	scaffold114	6902	-0.10204	-0.10204	-1.00000	0.00000	0.00000	-1.00000	-0.16260	-0.16260	-1.00000	0.00452	0.00452	-1.00000
1818	AI	SH	scaffold115	1363	-0.06980	0.05438	-1.00000	0.00000	0.00000	-1.00000	-0.02352	0.02187	-1.00000	0.00179	0.00164	-1.00000
1832	AI	SH	scaffold115	21863	0.06977	0.05526	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.02213	-1.00000	0.00120	0.00164	-1.00000
1841	AI	SH	scaffold115	34915	0.12727	0.05581	-1.00000	0.00000	0.00000	-1.00000	0.09589	0.02229	-1.00000	0.00324	0.00163	-1.00000
1869	AI	SH	scaffold115	47384	0.01907	0.05633	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.02244	-1.00000	0.00071	0.00163	-1.00000
1870	AI	SH	scaffold115	48766	0.13669	0.05638	-1.00000	0.00000	0.00000	-1.00000	0.02703	0.02246	-1.00000	0.00138	0.00163	-1.00000
1885	AI	SH	scaffold116	6183	-0.00000	-0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.00000	-1.00000	0.00059	0.00059	-1.00000
1887	AI	SH	scaffold117	6312	0.09091	0.13464	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.06983	-1.00000	0.00120	0.01777	-1.00000
1898	AI	SH	scaffold117	18768	0.42584	0.13459	-1.00000	0.00000	0.00000	-1.00000	0.31250	0.06983	-1.00000	0.01446	0.01783	-1.00000
1900	AI	SH	scaffold117	22527	-0.08788	0.13457	-1.00000	0.00000	0.00000	-1.00000	-0.10000	0.06983	-1.00000	0.03748	0.01784	-1.00000
1919	AI	SH	scaffold120	8530	-0.00000	0.03330	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.05782	-1.00000	0.00060	0.00195	-1.00000
1928	AI	SH	scaffold120	16611	0.01907	0.03336	-1.00000	0.00000	0.00000	-1.00000	0.03883	0.05787	-1.00000	0.00179	0.00195	-1.00000
1931	AI	SH	scaffold120	18888	-0.00000	0.03338	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.05788	-1.00000	0.00059	0.00195	-1.00000
1940	AI	SH	scaffold120	29712	0.09091	0.03346	-1.00000	0.00000	0.00000	-1.00000	0.03457	0.05794	-1.00000	0.00358	0.00195	-1.00000
1947	AI	SH	scaffold120	34954	0.11447	0.03350	-1.00000	0.00000	0.00000	-1.00000	0.41071	0.05797	-1.00000	0.00564	0.00196	-1.00000
1956	AI	SH	scaffold120	41851	-0.00000	0.03356	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.05801	-1.00000	0.00120	0.00196	-1.00000
1957	AI	SH	scaffold120	41854	-0.01617	0.03356	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.05801	-1.00000	0.00060	0.00196	-1.00000
1969	AI	SH	scaffold120	55105	0.06061	0.03366	-1.00000	0.00000	0.00000	-1.00000	0.00165	0.05809	-1.00000	0.00178	0.00196	-1.00000
2021	AI	SH	scaffold126	8946	0.72727	0.36364	-1.00000	0.00000	0.00000	-1.00000	0.68571	0.34286	-1.00000	0.00492	0.00276	-1.00000
2022	AI	SH	scaffold126	8949	-0.00000	0.36364	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.34286	-1.00000	0.00060	0.00276	-1.00000
2028	AI	SH	scaffold127	5188	0.97184	0.97184	-1.00000	0.00000	0.00000	-1.00000	1.00000	1.00000	-1.00000	0.06944	0.06944	-1.00000
2060	AI	SH	scaffold130	14383	0.13669	0.13669	-1.00000	0.00000	0.00000	-1.00000	0.08333	0.08333	-1.00000	0.00238	0.00238	-1.00000
2091	AI	SH	scaffold134	11201	0.01907	0.23121	-1.00000	0.00000	0.00000	-1.00000	0.03883	0.22161	-1.00000	0.00396	0.00565	-1.00000
2093	AI	SH	scaffold134	11556	-0.09091	0.23122	-1.00000	0.00000	0.00000	-1.00000	-0.10000	0.22162	-1.00000	0.00711	0.00565	-1.00000
2096	AI	SH	scaffold134	14458	0.79626	0.23129	-1.00000	0.00000	0.00000	-1.00000	0.75676	0.22169	-1.00000	0.00574	0.00565	-1.00000
2146	AI	SH	scaffold138	2125	0.15584	0.12341	-1.00000	0.00000	0.00000	-1.00000	0.16667	0.09234	-1.00000	0.01266	0.00693	-1.00000
2162	AI	SH	scaffold138	11608	0.09091	0.12334	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.09219	-1.00000	0.00120	0.00692	-1.00000
2180	AI	SH	scaffold139	14505	0.21311	0.21311	-1.00000	0.00000	0.00000	-1.00000	0.25000	0.25000	-1.00000	0.00359	0.00359	-1.00000
2191	AI	SH	scaffold140	3150	0.09091	0.09091	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.01786	-1.00000	0.00129	0.00129	-1.00000
2218	AI	SH	scaffold143	790	0.14091	0.07732	-1.00000	0.00000	0.00000	-1.00000	0.09589	0.03794	-1.00000	0.00396	0.00192	-1.00000
2221	AI	SH	scaffold143	1927	0.09091	0.07731	-1.00000	0.00000	0.00000	-1.00000	0.01786	0.03793	-1.00000	0.00119	0.00192	-1.00000
2222	AI	SH	scaffold143	9948	-0.00000	0.07723	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.03789	-1.00000	0.00059	0.00191	-1.00000
2237	AI	SH	scaffold147	604	0.05352	0.02650	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.02426	-1.00000	0.00090	0.02097	-1.00000
2245	AI	SH	scaffold147	9801	0.38435	0.02606	-1.00000	0.00000	0.00000	-1.00000	0.33662	0.02412	-1.00000	0.00841	0.02112	-1.00000
2249	AI	SH	scaffold147	14163	-0.00000	0.02585	-1.00000	0.00000	0.00000	-1.00000	0.00000	0.02406	-1.00000	0.00060	0.02120	-1.00000
